airtime,selected_mcs,txgain,pm_power
0.6,23,53,14.0119133333333
0.6,0,53,13.1288426666667
0.6,5,53,13.2008226666667
0.6,9,53,13.3326226666667
0.6,14,53,13.5787426666667
0.6,18,53,13.7542973333333
0.6,23,53,14.1134186666667
0.6,0,53,13.235376
0.6,5,53,13.341712
0.6,9,53,13.45024
0.6,14,53,13.7186653333333
0.6,18,53,13.914112
0.6,23,53,14.2537733333333
0.6,0,53,13.1871853333333
0.6,5,53,13.311484
0.6,9,53,13.4108813333333
0.6,14,53,13.7115493333333
0.6,18,53,13.8412346666667
0.6,23,53,14.2464573333333
0.6,0,48,13.215428
0.6,5,48,13.3317253333333
0.6,9,48,13.4306746666667
0.6,14,48,13.7141293333333
0.6,18,48,13.8616066666667
0.6,23,48,14.1459226666667
0.6,0,48,13.263536
0.6,5,48,13.3718786666667
0.6,9,48,13.4474946666667
0.6,14,48,13.7447626666667
0.6,18,48,13.910088
0.6,23,48,14.2683386666667
0.6,0,48,13.3215853333333
0.6,5,48,13.4081653333333
0.6,9,48,13.5304413333333
0.6,14,48,13.8190906666667
0.6,18,48,13.9551653333333
0.6,23,48,14.2755026666667
0.6,0,48,13.4289586666667
0.6,5,48,13.509016
0.6,9,48,13.6130746666667
0.6,14,48,13.9034706666667
0.6,18,48,14.0269773333333
0.6,23,48,14.3818426666667
0.6,0,48,13.4939493333333
0.6,5,48,13.5738866666667
0.6,9,48,13.7356293333333
0.6,14,48,14.001152
0.6,18,48,14.1709946666667
0.6,23,48,14.540144
0.6,0,48,13.613436
0.6,5,48,13.6986466666667
0.6,9,48,13.830756
0.6,14,48,14.1511746666667
0.6,18,48,14.277112
0.6,23,48,14.7167573333333
0.6,0,43,13.599844
0.6,5,43,13.8095106666667
0.6,9,43,13.429476
0.6,14,43,13.70822
0.6,18,43,13.8447466666667
0.6,23,43,14.169788
0.6,0,43,13.2560053333333
0.6,5,43,13.3579893333333
0.6,9,43,13.4821493333333
0.6,14,43,13.7283546666667
0.6,18,43,13.876444
0.6,23,43,14.2421173333333
0.6,0,43,13.3260106666667
0.6,5,43,13.454144
0.6,9,43,13.5351826666667
0.6,14,43,13.8384506666667
0.6,18,43,13.961512
0.6,23,43,14.2862053333333
0.6,0,43,13.375972
0.6,5,43,13.5017426666667
0.6,9,43,13.6054626666667
0.6,14,43,13.8949906666667
0.6,18,43,14.0345373333333
0.6,23,43,14.4207213333333
0.6,0,43,13.4901386666667
0.6,5,43,13.5409866666667
0.6,9,43,13.7500813333333
0.6,14,43,14.044576
0.6,18,43,14.178492
0.6,23,43,14.570468
0.6,0,43,13.5761093333333
0.6,5,43,13.765352
0.6,9,43,13.8192053333333
0.6,14,43,14.1292693333333
0.6,18,43,14.2897053333333
0.6,23,43,14.6974706666667
0.6,0,38,13.1826533333333
0.6,5,38,13.3334266666667
0.6,9,38,13.4130546666667
0.6,14,38,13.7008573333333
0.6,18,38,13.8179733333333
0.6,23,38,14.149652
0.6,0,38,13.260192
0.6,5,38,13.3505506666667
0.6,9,38,13.4663226666667
0.6,14,38,13.7125226666667
0.6,18,38,13.8899626666667
0.6,23,38,14.2253826666667
0.6,0,38,13.309176
0.6,5,38,13.4510453333333
0.6,9,38,13.5751506666667
0.6,14,38,13.8676813333333
0.6,18,38,13.973388
0.6,23,38,14.3236333333333
0.6,0,38,13.3913466666667
0.6,5,38,13.4793
0.6,9,38,13.6336866666667
0.6,14,38,13.8814786666667
0.6,18,38,14.0490786666667
0.6,23,38,14.380548
0.6,0,38,13.497504
0.6,5,38,13.5912186666667
0.6,9,38,13.7161386666667
0.6,14,38,14.0723066666667
0.6,18,38,14.1891453333333
0.6,23,38,14.5891493333333
0.6,0,38,13.6249013333333
0.6,5,38,13.717604
0.6,9,38,13.8271866666667
0.6,14,38,14.13286
0.6,18,38,14.3238826666667
0.6,23,38,14.7311026666667
0.6,0,37,13.1768306666667
0.6,5,37,14.4033893333333
0.6,9,37,13.4238493333333
0.6,14,37,13.6628826666667
0.6,18,37,13.8088826666667
0.6,23,37,14.1533413333333
0.6,0,37,13.2345853333333
0.6,5,37,13.3325773333333
0.6,9,37,13.4181253333333
0.6,14,37,13.6844893333333
0.6,18,37,13.8708013333333
0.6,23,37,14.2196093333333
0.6,0,37,13.2821293333333
0.6,5,37,13.389984
0.6,9,37,13.5225413333333
0.6,14,37,13.802332
0.6,18,37,13.9184026666667
0.6,23,37,14.2635133333333
0.6,0,37,13.3835066666667
0.6,5,37,13.492276
0.6,9,37,13.610136
0.6,14,37,13.8417466666667
0.6,18,37,13.9885493333333
0.6,23,37,14.3521853333333
0.6,0,37,13.5010746666667
0.6,5,37,13.5841693333333
0.6,9,37,13.6692906666667
0.6,14,37,14.0012973333333
0.6,18,37,14.0905786666667
0.6,23,37,14.539092
0.6,0,37,13.6021293333333
0.6,5,37,13.7188786666667
0.6,9,37,13.8286693333333
0.6,14,37,14.113784
0.6,18,37,14.2518346666667
0.6,23,37,14.771652
0.6,0,36,13.188632
0.6,5,36,13.2570253333333
0.6,9,36,13.4011266666667
0.6,14,36,14.130568
0.6,18,36,14.252672
0.6,23,36,14.2529106666667
0.6,0,36,13.262852
0.6,5,36,14.1724373333333
0.6,9,36,13.5489106666667
0.6,14,36,14.7495133333333
0.6,18,36,13.8233906666667
0.6,23,36,15.3354186666667
0.6,0,36,13.3191426666667
0.6,5,36,13.4442426666667
0.6,9,36,13.5157
0.6,14,36,14.116016
0.6,18,36,14.686872
0.6,23,36,14.36408
0.6,0,36,13.360884
0.6,5,36,14.090728
0.6,9,36,14.076876
0.6,14,36,14.4944826666667
0.6,18,36,14.2685053333333
0.6,23,36,15.118372
0.6,0,36,13.6349
0.6,5,36,13.579364
0.6,9,36,13.6996173333333
0.6,14,36,13.9364666666667
0.6,18,36,14.113892
0.6,23,36,14.654732
0.6,0,36,13.5886666666667
0.6,5,36,13.8705933333333
0.6,9,36,14.5863866666667
0.6,14,36,14.3786133333333
0.6,18,36,14.84648
0.6,23,36,14.823792
0.6,0,35,13.2270093333333
0.6,5,35,13.360916
0.6,9,35,13.4846466666667
0.6,14,35,13.729132
0.6,18,35,13.87466
0.6,23,35,14.274572
0.6,0,35,13.368916
0.6,5,35,13.3772413333333
0.6,9,35,13.467556
0.6,14,35,13.753032
0.6,18,35,13.9231133333333
0.6,23,35,14.3815173333333
0.6,0,35,13.2927853333333
0.6,5,35,13.4106733333333
0.6,9,35,13.5291306666667
0.6,14,35,13.790784
0.6,18,35,13.987496
0.6,23,35,14.4825413333333
0.6,0,35,13.3872746666667
0.6,5,35,13.5049493333333
0.6,9,35,13.6384666666667
0.6,14,35,13.910396
0.6,18,35,14.0462426666667
0.6,23,35,14.6040546666667
0.6,0,35,13.5417853333333
0.6,5,35,13.6278893333333
0.6,9,35,13.7162466666667
0.6,14,35,13.9217466666667
0.6,18,35,14.139344
0.6,23,35,14.7942026666667
0.6,0,35,13.6160666666667
0.6,5,35,13.7257426666667
0.6,9,35,13.8338986666667
0.6,14,35,14.084088
0.6,18,35,14.2621106666667
0.6,23,35,14.8954373333333
0.6,0,34,13.2447813333333
0.6,5,34,13.3500226666667
0.6,9,34,13.4264466666667
0.6,14,34,13.7134106666667
0.6,18,34,14.8801266666667
0.6,23,34,14.4729813333333
0.6,0,34,14.3825626666667
0.6,5,34,13.4029613333333
0.6,9,34,13.4870026666667
0.6,14,34,13.7507493333333
0.6,18,34,13.9338733333333
0.6,23,34,14.5386293333333
0.6,0,34,13.339652
0.6,5,34,13.4204173333333
0.6,9,34,14.7232413333333
0.6,14,34,13.8286266666667
0.6,18,34,15.1932746666667
0.6,23,34,14.6445973333333
0.6,0,34,14.53616
0.6,5,34,13.5054293333333
0.6,9,34,14.661964
0.6,14,34,13.8818346666667
0.6,18,34,15.199204
0.6,23,34,14.7441066666667
0.6,0,34,14.54646
0.6,5,34,13.60838
0.6,9,34,14.64648
0.6,14,34,13.9681
0.6,18,34,14.1289733333333
0.6,23,34,14.9643573333333
0.6,0,34,13.5959573333333
0.6,5,34,13.7425946666667
0.6,9,34,14.8633333333333
0.6,14,34,14.1156786666667
0.6,18,34,14.276168
0.6,23,34,14.9821626666667
0.6,0,33,14.351608
0.6,5,33,13.3147986666667
0.6,9,33,13.411548
0.6,14,33,13.691148
0.6,18,33,13.910408
0.6,23,33,14.7082013333333
0.6,0,33,13.2620986666667
0.6,5,33,13.339452
0.6,9,33,13.4501573333333
0.6,14,33,13.7316
0.6,18,33,13.958108
0.6,23,33,14.7683666666667
0.6,0,33,13.313136
0.6,5,33,13.4294253333333
0.6,9,33,13.575284
0.6,14,33,13.857276
0.6,18,33,14.0638333333333
0.6,23,33,14.5407133333333
0.6,0,33,13.94312
0.6,5,33,13.3222253333333
0.6,9,33,13.356932
0.6,14,33,13.5739973333333
0.6,18,33,13.8203426666667
0.6,23,33,14.6935933333333
0.6,0,33,13.2418533333333
0.6,5,33,13.3321826666667
0.6,9,33,13.46524
0.6,14,33,13.7083213333333
0.6,18,33,13.9617746666667
0.6,23,33,14.7804546666667
0.6,0,33,13.2478306666667
0.6,5,33,13.3213853333333
0.6,9,33,13.4172826666667
0.6,14,33,13.7038053333333
0.6,18,33,13.9621053333333
0.6,23,33,14.72778
0.6,0,32,13.2091653333333
0.6,5,32,13.2875413333333
0.6,9,32,13.4444093333333
0.6,14,32,13.6991826666667
0.6,18,32,13.978588
0.6,0,32,12.989824
0.6,5,32,13.075888
0.6,9,32,13.2215626666667
0.6,14,32,13.5161053333333
0.6,18,32,13.782236
0.6,0,32,13.0675746666667
0.6,5,32,13.1404853333333
0.6,9,32,13.2138613333333
0.6,14,32,13.547424
0.6,18,32,13.813464
0.6,0,32,13.135012
0.6,5,32,13.274752
0.6,9,32,13.3975466666667
0.6,14,32,13.662612
0.6,18,32,13.95566
0.6,0,32,13.2404333333333
0.6,5,32,13.343004
0.6,9,32,13.5246506666667
0.6,14,32,13.7971026666667
0.6,18,32,14.140948
0.6,0,32,13.263512
0.6,5,32,13.330972
0.6,9,32,13.51226
0.6,14,32,13.7873866666667
0.6,18,32,14.1373613333333
0.6,0,31,13.173484
0.6,5,31,14.4880253333333
0.6,9,31,13.40124
0.6,14,31,14.040536
0.6,18,31,14.786916
0.6,0,31,13.5944666666667
0.6,5,31,13.9275173333333
0.6,9,31,13.448284
0.6,14,31,14.8313733333333
0.6,18,31,14.1002373333333
0.6,0,31,14.4627266666667
0.6,5,31,13.4218706666667
0.6,9,31,13.4929693333333
0.6,14,31,13.864364
0.6,18,31,14.0734226666667
0.6,0,31,13.3167013333333
0.6,5,31,13.4661413333333
0.6,9,31,13.6307653333333
0.6,14,31,13.874188
0.6,18,31,14.184372
0.6,0,31,13.4825293333333
0.6,5,31,13.587972
0.6,9,31,13.7011746666667
0.6,14,31,14.046428
0.6,18,31,14.3735746666667
0.6,0,31,13.5792
0.6,5,31,13.7135426666667
0.6,9,31,13.7992026666667
0.6,14,31,14.1570613333333
0.6,18,31,14.5840266666667
0.6,0,30,13.176316
0.6,5,30,13.3150253333333
0.6,9,30,13.4317853333333
0.6,14,30,13.7991013333333
0.6,18,30,14.1459866666667
0.6,0,30,13.250428
0.6,5,30,13.3815373333333
0.6,9,30,13.4575666666667
0.6,14,30,13.8494346666667
0.6,18,30,14.2306333333333
0.6,0,30,13.315692
0.6,5,30,13.427396
0.6,9,30,13.5280933333333
0.6,14,30,13.910612
0.6,18,30,14.2760893333333
0.6,0,30,13.3931733333333
0.6,5,30,13.5416066666667
0.6,9,30,13.6584346666667
0.6,14,30,13.9931773333333
0.6,18,30,14.4479
0.6,0,30,13.483684
0.6,5,30,13.5708413333333
0.6,9,30,13.7527026666667
0.6,14,30,14.1188226666667
0.6,18,30,14.613612
0.6,0,30,13.5731586666667
0.6,5,30,13.7293186666667
0.6,9,30,13.8303
0.6,14,30,14.215536
0.6,18,30,14.7513293333333
0.6,0,29,13.209584
0.6,5,29,13.301696
0.6,9,29,13.4099493333333
0.6,14,29,13.793192
0.6,18,29,14.55592
0.6,0,29,13.296396
0.6,5,29,13.3388506666667
0.6,9,29,13.4084506666667
0.6,14,29,13.8228026666667
0.6,18,29,14.5826173333333
0.6,0,29,13.2947573333333
0.6,5,29,13.3393386666667
0.6,9,29,13.5431533333333
0.6,14,29,13.925452
0.6,18,29,14.7374173333333
0.6,0,29,13.3622013333333
0.6,5,29,13.5036466666667
0.6,9,29,13.6158773333333
0.6,14,29,13.9892293333333
0.6,18,29,14.8127466666667
0.6,0,29,13.4984106666667
0.6,5,29,13.5803146666667
0.6,9,29,13.6993026666667
0.6,14,29,14.1142893333333
0.6,18,29,14.9488093333333
0.6,0,29,13.6272346666667
0.6,5,29,13.6820626666667
0.6,9,29,13.8015306666667
0.6,14,29,14.2084333333333
0.6,18,29,15.0464093333333
0.6,0,28,13.1807453333333
0.6,5,28,13.2763213333333
0.6,9,28,13.4091253333333
0.6,14,28,13.8172333333333
0.6,0,28,12.975884
0.6,5,28,13.0946613333333
0.6,9,28,13.1929346666667
0.6,14,28,13.5997573333333
0.6,0,28,13.0518573333333
0.6,5,28,13.1149133333333
0.6,9,28,13.2434466666667
0.6,14,28,13.6331626666667
0.6,0,28,13.146684
0.6,5,28,13.249428
0.6,9,28,13.354152
0.6,14,28,13.809888
0.6,0,28,13.227096
0.6,5,28,13.356728
0.6,9,28,13.5263626666667
0.6,14,28,13.972884
0.6,0,28,13.2327906666667
0.6,5,28,13.3100053333333
0.6,9,28,13.433932
0.6,14,28,13.8850893333333
0.6,0,27,13.1888493333333
0.6,5,27,13.2969933333333
0.6,9,27,13.38204
0.6,14,27,13.9224586666667
0.6,0,27,13.240652
0.6,5,27,13.3386346666667
0.6,9,27,13.514612
0.6,14,27,13.9982373333333
0.6,0,27,13.3136573333333
0.6,5,27,13.391704
0.6,9,27,13.539648
0.6,14,27,14.0626693333333
0.6,0,27,13.400528
0.6,5,27,13.4959226666667
0.6,9,27,13.5390053333333
0.6,14,27,14.1423933333333
0.6,0,27,13.4730226666667
0.6,5,27,13.593964
0.6,9,27,13.7288333333333
0.6,14,27,14.2971773333333
0.6,0,27,13.5976
0.6,5,27,13.702292
0.6,9,27,13.8373493333333
0.6,14,27,14.4872773333333
0.6,0,26,13.164692
0.6,5,26,13.2759106666667
0.6,9,26,13.4170053333333
0.6,14,26,14.1053733333333
0.6,0,26,13.226004
0.6,5,26,13.308688
0.6,9,26,13.457644
0.6,14,26,14.1624986666667
0.6,0,26,13.3008933333333
0.6,5,26,13.4212893333333
0.6,9,26,13.4809186666667
0.6,14,26,14.3006706666667
0.6,0,26,13.361928
0.6,5,26,13.50214
0.6,9,26,13.5844533333333
0.6,14,26,14.4222733333333
0.6,0,26,13.4885586666667
0.6,5,26,13.596232
0.6,9,26,13.71762
0.6,14,26,14.5669906666667
0.6,0,26,13.584708
0.6,5,26,13.6892893333333
0.6,9,26,13.8198466666667
0.6,14,26,14.722312
0.6,0,25,13.2093546666667
0.6,5,25,13.3095386666667
0.6,9,25,13.4758746666667
0.6,0,25,12.9614333333333
0.6,5,25,13.080708
0.6,9,25,13.2694946666667
0.6,0,25,12.9838866666667
0.6,5,25,13.1314293333333
0.6,9,25,13.3414173333333
0.6,0,25,13.0722146666667
0.6,5,25,13.220836
0.6,9,25,13.3562946666667
0.6,0,25,13.2411293333333
0.6,5,25,13.2918973333333
0.6,9,25,13.4862066666667
0.6,0,25,13.1940293333333
0.6,5,25,13.322572
0.6,9,25,13.4937
0.6,0,24,13.149664
0.6,5,24,13.2557666666667
0.6,9,24,13.4538
0.6,0,24,13.1755826666667
0.6,5,24,13.3157506666667
0.6,9,24,13.5301973333333
0.6,0,24,13.292444
0.6,5,24,13.392152
0.6,9,24,13.6177453333333
0.6,0,24,13.363244
0.6,5,24,13.4384773333333
0.6,9,24,13.6765226666667
0.6,0,24,13.4376306666667
0.6,5,24,13.5542386666667
0.6,9,24,13.7579493333333
0.6,0,24,13.5751506666667
0.6,5,24,13.6972933333333
0.6,9,24,13.8803893333333
0.6,0,23,13.1710786666667
0.6,5,23,13.3019493333333
0.6,9,23,13.5247173333333
0.6,0,23,13.2617093333333
0.6,5,23,13.3677506666667
0.6,9,23,13.5581226666667
0.6,0,23,13.2785293333333
0.6,5,23,13.4444226666667
0.6,9,23,13.637936
0.6,0,23,13.3192346666667
0.6,5,23,13.5033906666667
0.6,9,23,13.6800066666667
0.6,0,23,13.5089053333333
0.6,5,23,13.6220466666667
0.6,9,23,13.8040946666667
0.6,0,23,13.5524106666667
0.6,5,23,13.7629693333333
0.6,9,23,13.900424
0.6,0,22,13.1834586666667
0.6,5,22,13.3627306666667
0.6,9,22,13.5444986666667
0.6,0,22,13.2139306666667
0.6,5,22,13.358684
0.6,9,22,13.5990293333333
0.6,0,22,13.2964986666667
0.6,5,22,13.0533413333333
0.6,9,22,13.3701973333333
0.6,0,22,13.0673106666667
0.6,5,22,13.233696
0.6,9,22,13.444136
0.6,0,22,13.2047626666667
0.6,5,22,13.3672013333333
0.6,9,22,13.5916533333333
0.6,0,22,13.131804
0.6,5,22,13.3500573333333
0.6,9,22,13.568208
0.6,0,21,13.1256213333333
0.6,5,21,13.3123986666667
0.6,0,21,12.975968
0.6,5,21,13.1112266666667
0.6,0,21,13.007328
0.6,5,21,13.1997386666667
0.6,0,21,13.076852
0.6,5,21,13.2706946666667
0.6,0,21,13.243132
0.6,5,21,13.384376
0.6,0,21,13.18564
0.6,5,21,13.3279266666667
0.6,0,20,13.107896
0.6,5,20,13.3743373333333
0.6,0,20,13.2243213333333
0.6,5,20,13.3976893333333
0.6,0,20,13.295632
0.6,5,20,13.4717866666667
0.6,0,20,13.3703853333333
0.6,5,20,13.5201986666667
0.6,0,20,13.5118986666667
0.6,5,20,13.6120133333333
0.6,0,20,13.5741333333333
0.6,5,20,13.7549333333333
0.2,0,74,12.8135066666667
0.2,5,74,12.8228013333333
0.2,9,74,12.870528
0.2,14,74,13.0208613333333
0.2,18,74,12.9329253333333
0.2,23,74,13.2189026666667
0.2,0,74,12.858796
0.2,5,74,12.9504026666667
0.2,9,74,12.960716
0.2,14,74,13.046752
0.2,18,74,13.1055573333333
0.2,23,74,13.215612
0.2,0,74,12.9581573333333
0.2,5,74,12.9162293333333
0.2,9,74,13.013748
0.2,14,74,13.1380466666667
0.2,18,74,13.183664
0.2,23,74,13.2169533333333
0.2,0,74,13.071752
0.2,5,74,13.1149746666667
0.2,9,74,13.0841706666667
0.2,14,74,13.2013706666667
0.2,18,74,13.2670746666667
0.2,23,74,13.3312453333333
0.2,0,74,13.0683666666667
0.2,5,74,13.2166146666667
0.2,9,74,13.2349533333333
0.2,14,74,13.287572
0.2,18,74,13.3352773333333
0.2,23,74,13.4590386666667
0.2,0,74,13.2123253333333
0.2,5,74,13.2822266666667
0.2,9,74,13.282612
0.2,14,74,13.299984
0.2,18,74,13.444344
0.2,23,74,13.5530066666667
0.2,0,73,12.8221786666667
0.2,5,73,12.8927786666667
0.2,9,73,12.937016
0.2,14,73,12.9702266666667
0.2,18,73,13.0775066666667
0.2,23,73,13.1716533333333
0.2,0,73,12.8604186666667
0.2,5,73,12.9495066666667
0.2,9,73,12.8877626666667
0.2,14,73,13.090092
0.2,18,73,13.0887573333333
0.2,23,73,13.2188906666667
0.2,0,73,12.90346
0.2,5,73,13.0092573333333
0.2,9,73,12.9686373333333
0.2,14,73,13.1251853333333
0.2,18,73,13.1490386666667
0.2,23,73,13.2330746666667
0.2,0,73,13.0333466666667
0.2,5,73,13.0319306666667
0.2,9,73,13.07646
0.2,14,73,13.18554
0.2,18,73,13.169872
0.2,23,73,13.3884506666667
0.2,0,73,13.1523506666667
0.2,5,73,13.1694533333333
0.2,9,73,13.135508
0.2,14,73,13.3381093333333
0.2,18,73,13.326288
0.2,23,73,13.4726693333333
0.2,0,73,13.2066106666667
0.2,5,73,13.19302
0.2,9,73,13.305212
0.2,14,73,13.3670293333333
0.2,18,73,13.4303333333333
0.2,23,73,13.587124
0.2,0,68,12.7364226666667
0.2,5,68,12.885468
0.2,9,68,12.91386
0.2,14,68,12.911516
0.2,18,68,13.043824
0.2,23,68,13.065864
0.2,0,68,12.915228
0.2,5,68,12.9261466666667
0.2,9,68,12.9698186666667
0.2,14,68,12.95784
0.2,18,68,13.0881746666667
0.2,23,68,13.170996
0.2,0,68,12.9042733333333
0.2,5,68,12.966728
0.2,9,68,12.8892533333333
0.2,14,68,13.115128
0.2,18,68,13.129984
0.2,23,68,13.248888
0.2,0,68,12.92734
0.2,5,68,13.0484386666667
0.2,9,68,13.004292
0.2,14,68,13.173908
0.2,18,68,13.204212
0.2,23,68,13.2749413333333
0.2,0,68,13.1075786666667
0.2,5,68,13.1364693333333
0.2,9,68,13.077368
0.2,14,68,13.2690533333333
0.2,18,68,13.3328973333333
0.2,23,68,13.5159
0.2,0,68,13.2351626666667
0.2,5,68,13.1861693333333
0.2,9,68,13.284576
0.2,14,68,13.363548
0.2,18,68,13.389148
0.2,23,68,13.5668973333333
0.2,0,63,12.83756
0.2,5,63,12.8903093333333
0.2,9,63,12.9118226666667
0.2,14,63,12.917928
0.2,18,63,13.1151946666667
0.2,23,63,13.20862
0.2,0,63,12.9168213333333
0.2,5,63,12.897308
0.2,9,63,12.994144
0.2,14,63,12.93986
0.2,18,63,13.0794906666667
0.2,23,63,13.1988453333333
0.2,0,63,12.9393733333333
0.2,5,63,12.876976
0.2,9,63,13.0402786666667
0.2,14,63,13.106684
0.2,18,63,13.21314
0.2,23,63,13.1990666666667
0.2,0,63,12.9769306666667
0.2,5,63,13.0121266666667
0.2,9,63,13.064832
0.2,14,63,13.0772293333333
0.2,18,63,13.189156
0.2,23,63,13.3413813333333
0.2,0,63,13.166944
0.2,5,63,13.1026093333333
0.2,9,63,13.2197493333333
0.2,14,63,13.2754453333333
0.2,18,63,13.3295626666667
0.2,23,63,13.4417613333333
0.2,0,63,13.2424573333333
0.2,5,63,13.221828
0.2,9,63,13.2773613333333
0.2,14,63,13.369236
0.2,18,63,13.3438653333333
0.2,23,63,13.586444
0.2,0,58,12.7599986666667
0.2,5,58,12.9192106666667
0.2,9,58,12.9501773333333
0.2,14,58,12.998432
0.2,18,58,13.0481133333333
0.2,23,58,13.217372
0.2,0,58,12.9114226666667
0.2,5,58,12.8974786666667
0.2,9,58,12.966432
0.2,14,58,13.0001893333333
0.2,18,58,13.079604
0.2,23,58,13.1323226666667
0.2,0,58,12.880824
0.2,5,58,12.949136
0.2,9,58,13.038368
0.2,14,58,13.038608
0.2,18,58,13.1768493333333
0.2,23,58,13.3011506666667
0.2,0,58,12.9855106666667
0.2,5,58,13.0960666666667
0.2,9,58,13.044864
0.2,14,58,13.2168746666667
0.2,18,58,13.123416
0.2,23,58,13.404128
0.2,0,58,13.1640666666667
0.2,5,58,13.196572
0.2,9,58,13.1821893333333
0.2,14,58,13.2742386666667
0.2,18,58,13.2523
0.2,23,58,13.4561106666667
0.2,0,58,13.125876
0.2,5,58,13.268184
0.2,9,58,13.2783386666667
0.2,14,58,13.4035213333333
0.2,18,58,13.3970066666667
0.2,23,58,13.6289106666667
0.2,0,53,12.7608013333333
0.2,5,53,12.92834
0.2,9,53,12.9134533333333
0.2,14,53,12.9559546666667
0.2,18,53,13.0599826666667
0.2,23,53,13.1137733333333
0.2,0,53,12.8938986666667
0.2,5,53,12.8709933333333
0.2,9,53,12.9820013333333
0.2,14,53,12.999832
0.2,18,53,13.099312
0.2,23,53,13.1410106666667
0.2,0,53,12.921928
0.2,5,53,12.9778093333333
0.2,9,53,12.919932
0.2,14,53,13.1011413333333
0.2,18,53,13.13574
0.2,23,53,13.2496746666667
0.2,0,53,13.001904
0.2,5,53,12.9880053333333
0.2,9,53,13.087348
0.2,14,53,13.17094
0.2,18,53,13.129444
0.2,23,53,13.3653693333333
0.2,0,53,13.1528226666667
0.2,5,53,13.1237346666667
0.2,9,53,13.2289266666667
0.2,14,53,13.3414693333333
0.2,18,53,13.3063746666667
0.2,23,53,13.4699493333333
0.2,0,53,13.15022
0.2,5,53,13.1788213333333
0.2,9,53,13.289544
0.2,14,53,13.37106
0.2,18,53,13.462528
0.2,23,53,13.5666813333333
0.2,0,48,12.817192
0.2,5,48,12.8202653333333
0.2,9,48,12.902012
0.2,14,48,12.9492773333333
0.2,18,48,12.9918133333333
0.2,23,48,13.1511386666667
0.2,0,48,12.91478
0.2,5,48,12.8626613333333
0.2,9,48,12.9005906666667
0.2,14,48,13.0859933333333
0.2,18,48,13.1365053333333
0.2,23,48,13.1897453333333
0.2,0,48,12.9080333333333
0.2,5,48,12.9317946666667
0.2,9,48,12.998632
0.2,14,48,13.0930213333333
0.2,18,48,13.0939133333333
0.2,23,48,13.211908
0.2,0,48,13.02398
0.2,5,48,12.9813946666667
0.2,9,48,12.9946133333333
0.2,14,48,13.198096
0.2,18,48,13.2043613333333
0.2,23,48,13.2708026666667
0.2,0,48,13.1308106666667
0.2,5,48,13.0689706666667
0.2,9,48,13.1810146666667
0.2,14,48,13.2591253333333
0.2,18,48,13.3237653333333
0.2,23,48,13.4185853333333
0.2,0,48,13.143184
0.2,5,48,13.2107373333333
0.2,9,48,13.3010453333333
0.2,14,48,13.3310866666667
0.2,18,48,13.4582853333333
0.2,23,48,13.587124
0.2,0,43,12.8009693333333
0.2,5,43,12.7679426666667
0.2,9,43,12.899308
0.2,14,43,12.9461613333333
0.2,18,43,13.014112
0.2,23,43,13.1347306666667
0.2,0,43,12.7949653333333
0.2,5,43,12.948712
0.2,9,43,12.869344
0.2,14,43,13.020644
0.2,18,43,12.980004
0.2,23,43,13.1914706666667
0.2,0,43,12.9483973333333
0.2,5,43,12.9145226666667
0.2,9,43,12.9668906666667
0.2,14,43,12.9707853333333
0.2,18,43,13.1864426666667
0.2,23,43,13.2752813333333
0.2,0,43,13.0164306666667
0.2,5,43,13.0119653333333
0.2,9,43,13.1074466666667
0.2,14,43,13.2193373333333
0.2,18,43,12.7751333333333
0.2,23,43,13.0690973333333
0.2,0,43,12.8540253333333
0.2,5,43,12.8856746666667
0.2,9,43,12.8267026666667
0.2,14,43,12.997236
0.2,18,43,13.0783986666667
0.2,23,43,13.1511213333333
0.2,0,43,12.745484
0.2,5,43,12.8742426666667
0.2,9,43,12.7826986666667
0.2,14,43,12.9692506666667
0.2,18,43,13.0242333333333
0.2,23,43,13.1187573333333
0.2,0,38,12.6778306666667
0.2,5,38,12.8825693333333
0.2,9,38,12.9009266666667
0.2,14,38,12.926084
0.2,18,38,13.043652
0.2,23,38,13.156424
0.2,0,38,12.85944
0.2,5,38,12.9361573333333
0.2,9,38,12.937844
0.2,14,38,12.9931666666667
0.2,18,38,13.0938746666667
0.2,23,38,13.1971893333333
0.2,0,38,12.8807893333333
0.2,5,38,12.8919653333333
0.2,9,38,12.967864
0.2,14,38,13.084752
0.2,18,38,13.0441653333333
0.2,23,38,13.2579493333333
0.2,0,38,13.0664293333333
0.2,5,38,12.977384
0.2,9,38,13.088612
0.2,14,38,13.167732
0.2,18,38,13.1232306666667
0.2,23,38,13.3396613333333
0.2,0,38,13.1155706666667
0.2,5,38,13.0968573333333
0.2,9,38,13.1904973333333
0.2,14,38,13.2717306666667
0.2,18,38,13.2681013333333
0.2,23,38,13.474968
0.2,0,38,13.2203
0.2,5,38,13.26592
0.2,9,38,13.269216
0.2,14,38,13.379976
0.2,18,38,13.4310013333333
0.2,23,38,13.595896
0.2,0,37,12.749796
0.2,5,37,12.882468
0.2,9,37,12.8549293333333
0.2,14,37,12.9894106666667
0.2,18,37,13.0494853333333
0.2,23,37,13.1896733333333
0.2,0,37,12.839772
0.2,5,37,12.9011586666667
0.2,9,37,12.898104
0.2,14,37,13.0785546666667
0.2,18,37,13.14424
0.2,23,37,13.2303306666667
0.2,0,37,12.902168
0.2,5,37,13.003812
