airtime,selected_mcs,txgain,pm_power
0.7,23,36,11.77723
0.6,23,36,11.85986
0.5,23,36,11.95777
0.4,23,36,11.587079999999998
0.3,23,36,10.93044
0.2,23,36,10.825369999999996
0.1,23,36,10.657309999999995
0.0,23,36,10.692430000000002
1.0,23,35,12.40608
0.9,23,35,12.76046
0.8,23,35,12.00434
0.7,23,35,11.722910000000002
0.6,23,35,11.76604
0.5,23,35,11.324799999999998
0.4,23,35,11.699699999999998
0.3,23,35,10.99499
0.2,23,35,10.87588
0.1,23,35,11.12574
0.0,23,35,10.579510000000004
1.0,23,34,12.37212
0.9,23,34,12.36199
0.8,23,34,11.6313
0.7,23,34,11.46379
0.6,23,34,12.45703
0.5,23,34,11.427320000000002
0.4,23,34,11.59857
0.3,23,34,10.92873
0.2,23,34,10.503890000000002
0.1,23,34,11.20562
0.0,23,34,10.601580000000004
1.0,23,33,12.346570000000003
0.9,23,33,12.32088
0.8,23,33,12.2021
0.7,23,33,11.76568
0.6,23,33,11.57131
0.5,23,33,11.484770000000005
0.4,23,33,11.52518
0.3,23,33,10.718600000000002
0.2,23,33,10.9587
0.1,23,33,11.033130000000002
0.0,23,33,10.51756
1.0,23,32,12.41419
0.9,23,32,12.33477
0.8,23,32,11.708360000000004
0.7,23,32,11.36792
0.6,23,32,12.38313
0.5,23,32,11.37714
0.4,23,32,11.4467
0.3,23,32,11.08751
0.2,23,32,10.39162
0.1,23,32,11.254169999999998
0.0,23,32,10.542470000000002
1.0,23,31,12.51012
0.9,23,31,12.22666
0.8,23,31,11.95853
0.7,23,31,11.43621
0.6,23,31,11.66538
0.5,23,31,11.6832
0.4,23,31,11.29207
0.3,23,31,10.955879999999995
0.2,23,31,10.66131
0.1,23,31,10.80528
0.0,23,31,10.636079999999998
1.0,23,30,12.201670000000002
0.9,23,30,11.945619999999996
0.8,23,30,11.23271
0.7,23,30,11.32715
0.6,23,30,11.96638
0.5,23,30,11.536410000000004
0.4,23,30,11.12323
0.3,23,30,10.845009999999997
0.2,23,30,10.4717
0.1,23,30,10.79537
0.0,23,30,10.71021
1.0,23,29,11.95114
0.9,23,29,12.27578
0.8,23,29,11.677089999999996
0.7,23,29,11.726259999999998
0.6,23,29,11.39781
0.5,23,29,11.402360000000002
0.4,23,29,11.25501
0.3,23,29,10.585639999999998
0.2,23,29,11.04947
0.1,23,29,10.83222
0.0,23,29,10.60756
1.0,23,28,11.80652
0.9,23,28,12.20167
0.8,23,28,11.419510000000002
0.7,23,28,11.18908
0.6,23,28,11.876820000000002
0.5,23,28,11.04419
0.4,23,28,11.465140000000002
0.3,23,28,10.9881
0.2,23,28,10.544349999999998
0.1,23,28,10.90821
0.0,23,28,10.78282
1.0,23,27,11.948160000000003
0.9,23,27,11.95634
0.8,23,27,11.64918
0.7,23,27,11.36347
0.6,23,27,11.63539
0.5,23,27,11.07133
0.4,23,27,11.357
0.3,23,27,10.792609999999998
0.2,23,27,10.726760000000002
0.1,23,27,11.039610000000003
0.0,23,27,10.50034
1.0,23,26,12.0505
0.9,23,26,11.896330000000004
0.8,23,26,11.46725
0.7,23,26,11.188299999999996
0.6,23,26,11.85522
0.5,23,26,11.36847
0.4,23,26,11.071629999999995
0.3,23,26,10.83816
0.2,23,26,10.39718
0.1,23,26,10.76889
0.0,23,26,10.45629
1.0,23,25,11.99289
0.9,23,25,11.830660000000002
0.8,23,25,11.65367
0.7,23,25,11.308619999999996
0.6,23,25,11.41752
0.5,23,25,11.12893
0.4,23,25,11.32412
0.3,23,25,11.17466
0.2,23,25,10.5532
0.1,23,25,11.17205
0.0,23,25,10.64295
1.0,23,24,11.798720000000005
0.9,23,24,11.726319999999998
0.8,23,24,11.24614
0.7,23,24,11.26442
0.6,23,24,11.6005
0.5,23,24,11.31329
0.4,23,24,11.01817
0.3,23,24,10.799069999999997
0.2,23,24,10.496480000000002
0.1,23,24,10.44208
0.0,23,24,10.54121
1.0,23,23,11.96106
0.9,23,23,11.82305
0.8,23,23,11.296450000000002
0.7,23,23,11.24927
0.6,23,23,11.58695
0.5,23,23,11.35396
0.4,23,23,10.865690000000004
0.3,23,23,10.86163
0.2,23,23,10.53576
0.1,23,23,10.41865
0.0,23,23,10.555669999999996
1.0,23,22,11.7786
0.9,23,22,11.894940000000002
0.8,23,22,11.665659999999995
0.7,23,22,11.23539
0.6,23,22,11.363039999999998
0.5,23,22,11.183889999999998
0.4,23,22,11.07958
0.3,23,22,11.17758
0.2,23,22,10.849769999999996
0.1,23,22,10.73967
0.0,23,22,10.385459999999998
1.0,23,21,11.74894
0.9,23,21,11.603779999999997
0.8,23,21,11.86455
0.7,23,21,11.265869999999998
0.6,23,21,11.090789999999997
0.5,23,21,11.0439
0.4,23,21,10.942240000000002
0.3,23,21,11.394920000000004
0.2,23,21,10.794880000000004
0.1,23,21,10.784160000000004
0.0,23,21,10.496819999999998
1.0,23,20,11.71773
0.9,23,20,11.516889999999998
0.8,23,20,11.64699
0.7,23,20,11.57562
0.6,23,20,11.05784
0.5,23,20,11.26864
0.4,23,20,11.058669999999998
0.3,23,20,10.905089999999998
0.2,23,20,11.01847
0.1,23,20,10.585829999999996
0.0,23,20,10.350939999999998
1.0,0,74,11.78748
0.9,0,74,11.61058
0.8,0,74,11.81072
0.7,0,74,11.27387
0.6,0,74,11.27123
0.5,0,74,10.89005
0.4,0,74,10.9935
0.3,0,74,11.1778
0.2,0,74,10.72353
0.1,0,74,10.46726
0.0,0,74,10.52223
1.0,3,74,11.57971
0.9,3,74,11.70814
0.8,3,74,11.87739
0.7,3,74,11.44354
0.6,3,74,11.15525
0.5,3,74,10.8676
0.4,3,74,10.84656
0.3,3,74,11.12635
0.2,3,74,10.9474
0.1,3,74,10.59458
0.0,3,74,10.56752
1.0,6,74,11.8545
0.9,6,74,12.07884
0.8,6,74,11.59145
0.7,6,74,11.57442
0.6,6,74,11.14283
0.5,6,74,11.402
0.4,6,74,11.16591
0.3,6,74,10.8036
0.2,6,74,10.81624
0.1,6,74,10.53138
0.0,6,74,10.56628
1.0,9,74,11.88246
0.9,9,74,12.04202
0.8,9,74,11.5246
0.7,9,74,11.39846
0.6,9,74,11.73675
0.5,9,74,11.39146
0.4,9,74,11.30215
0.3,9,74,10.64419
0.2,9,74,10.59538
0.1,9,74,10.70102
0.0,9,74,10.37495
1.0,12,74,12.32443
0.9,12,74,12.07413
0.8,12,74,11.81789
0.7,12,74,11.86671
0.6,12,74,11.88795
0.5,12,74,11.43899
0.4,12,74,11.21901
0.3,12,74,11.00667
0.2,12,74,10.83341
0.1,12,74,10.73217
0.0,12,74,10.41196
1.0,15,74,12.41443
0.9,15,74,12.10619
0.8,15,74,11.82198
0.7,15,74,12.60002
0.6,15,74,12.67158
0.5,15,74,11.74621
0.4,15,74,11.50572
0.3,15,74,10.96511
0.2,15,74,11.21798
0.1,15,74,10.61231
0.0,15,74,10.62431
1.0,18,74,12.69699
0.9,18,74,12.22139
0.8,18,74,12.66352
0.7,18,74,11.68611
0.6,18,74,11.62086
0.5,18,74,11.78477
0.4,18,74,10.95272
0.3,18,74,11.64418
0.2,18,74,11.26793
0.1,18,74,10.43523
0.0,18,74,10.52243
1.0,21,74,13.04548
0.9,21,74,12.65363
0.8,21,74,12.52319
0.7,21,74,11.6916
0.6,21,74,12.09476
0.5,21,74,11.35349
0.4,21,74,11.57409
0.3,21,74,11.8496
0.2,21,74,10.64747
0.1,21,74,11.00706
0.0,21,74,10.64156
1.0,23,74,13.08074
0.9,23,74,13.20776
0.8,23,74,12.56288
0.7,23,74,13.23285
0.6,23,74,12.29615
0.5,23,74,11.73841
0.4,23,74,11.70021
0.3,23,74,11.0143
0.2,23,74,11.01806
0.1,23,74,10.61831
0.0,23,74,10.54309
1.0,0,73,11.91216
0.9,0,73,11.51175
0.8,0,73,11.78189
0.7,0,73,10.91512
0.6,0,73,11.15414
0.5,0,73,11.40651
0.4,0,73,10.94914
0.3,0,73,11.12602
0.2,0,73,10.68812
0.1,0,73,10.30271
0.0,0,73,10.60365
1.0,3,73,11.72594
0.9,3,73,11.79487
0.8,3,73,11.59313
0.7,3,73,11.58822
0.6,3,73,11.33279
0.5,3,73,10.89361
0.4,3,73,11.11604
0.3,3,73,10.91245
0.2,3,73,10.78691
0.1,3,73,10.46237
0.0,3,73,10.40835
1.0,6,73,12.00861
0.9,6,73,11.69377
0.8,6,73,11.93941
0.7,6,73,11.43354
0.6,6,73,11.2883
0.5,6,73,11.06127
0.4,6,73,11.3034
0.3,6,73,11.24805
0.2,6,73,10.46606
0.1,6,73,10.53969
0.0,6,73,10.28992
1.0,9,73,12.11167
0.9,9,73,11.81872
0.8,9,73,12.11117
0.7,9,73,11.48967
0.6,9,73,11.16767
0.5,9,73,11.66134
0.4,9,73,11.05739
0.3,9,73,11.04834
0.2,9,73,10.56246
0.1,9,73,10.3662
0.0,9,73,10.65807
1.0,12,73,12.32826
0.9,12,73,12.38358
0.8,12,73,11.6576
0.7,12,73,11.57483
0.6,12,73,13.06241
0.5,12,73,11.71909
0.4,12,73,11.43342
0.3,12,73,11.1015
0.2,12,73,10.75872
0.1,12,73,10.76177
0.0,12,73,10.81079
1.0,15,73,12.37807
0.9,15,73,12.41881
0.8,15,73,11.56137
0.7,15,73,11.78454
0.6,15,73,12.27773
0.5,15,73,11.49009
0.4,15,73,11.5272
0.3,15,73,10.78126
0.2,15,73,10.8367
0.1,15,73,11.02997
0.0,15,73,10.74863
1.0,18,73,12.60322
0.9,18,73,12.08362
0.8,18,73,11.7398
0.7,18,73,12.64692
0.6,18,73,11.87301
0.5,18,73,11.38459
0.4,18,73,11.63271
0.3,18,73,10.47744
0.2,18,73,11.57849
0.1,18,73,11.17492
0.0,18,73,10.32514
1.0,21,73,12.83179
0.9,21,73,12.09577
0.8,21,73,12.66693
0.7,21,73,12.47662
0.6,21,73,11.87531
0.5,21,73,11.60935
0.4,21,73,10.58177
0.3,21,73,11.74217
0.2,21,73,11.64632
0.1,21,73,10.66638
0.0,21,73,10.37766
1.0,23,73,12.96121
0.9,23,73,13.11597
0.8,23,73,13.18615
0.7,23,73,12.51276
0.6,23,73,11.6397
0.5,23,73,11.34895
0.4,23,73,11.56949
0.3,23,73,11.67407
0.2,23,73,10.81916
0.1,23,73,10.32525
0.0,23,73,10.54795
1.0,0,72,11.61393
0.9,0,72,11.58263
0.8,0,72,10.9722
0.7,0,72,11.63862
0.6,0,72,11.02691
0.5,0,72,10.95159
0.4,0,72,11.09105
0.3,0,72,10.34898
0.2,0,72,10.94042
0.1,0,72,10.55625
0.0,0,72,10.32056
1.0,3,72,11.69076
0.9,3,72,11.64819
0.8,3,72,11.44756
0.7,3,72,11.78644
0.6,3,72,11.03311
0.5,3,72,11.40567
0.4,3,72,11.2152
0.3,3,72,11.00508
0.2,3,72,10.6422
0.1,3,72,10.3166
0.0,3,72,10.45817
1.0,6,72,12.13714
0.9,6,72,11.5915
0.8,6,72,12.10083
0.7,6,72,11.53851
0.6,6,72,11.11668
0.5,6,72,11.22053
0.4,6,72,10.45483
0.3,6,72,11.41795
0.2,6,72,11.08721
0.1,6,72,10.4038
0.0,6,72,10.42617
1.0,9,72,11.86883
0.9,9,72,12.13156
0.8,9,72,11.77706
0.7,9,72,11.56161
0.6,9,72,11.17565
0.5,9,72,10.77156
0.4,9,72,11.35233
0.3,9,72,11.22208
0.2,9,72,10.6076
0.1,9,72,10.36256
0.0,9,72,10.54946
1.0,12,72,12.18299
0.9,12,72,12.30546
0.8,12,72,12.33109
0.7,12,72,11.69252
0.6,12,72,11.57982
0.5,12,72,11.38073
0.4,12,72,11.47177
0.3,12,72,10.97273
0.2,12,72,10.59515
0.1,12,72,10.58331
0.0,12,72,10.45364
1.0,15,72,12.62043
0.9,15,72,12.5205
0.8,15,72,12.26653
0.7,15,72,11.53986
0.6,15,72,11.8349
0.5,15,72,11.91629
0.4,15,72,11.62561
0.3,15,72,10.79734
0.2,15,72,10.5807
0.1,15,72,10.76412
0.0,15,72,10.38798
1.0,18,72,12.79767
0.9,18,72,12.70958
0.8,18,72,11.91768
0.7,18,72,11.90426
0.6,18,72,12.40907
0.5,18,72,11.7319
0.4,18,72,11.15121
0.3,18,72,11.1762
0.2,18,72,10.66794
0.1,18,72,10.9083
0.0,18,72,10.41633
1.0,21,72,12.69697
0.9,21,72,12.28878
0.8,21,72,12.03448
0.7,21,72,13.09804
0.6,21,72,11.53327
0.5,21,72,11.68928
0.4,21,72,11.65883
0.3,21,72,10.93045
0.2,21,72,11.3479
0.1,21,72,10.6709
0.0,21,72,10.53884
1.0,23,72,12.90956
0.9,23,72,12.56657
0.8,23,72,13.13176
0.7,23,72,12.40071
0.6,23,72,11.80498
0.5,23,72,12.03983
0.4,23,72,11.09408
0.3,23,72,11.6819
0.2,23,72,11.47638
0.1,23,72,10.40666
0.0,23,72,10.63286
1.0,0,71,11.66929
0.9,0,71,11.79383
0.8,0,71,11.42568
0.7,0,71,11.00924
0.6,0,71,11.29506
0.5,0,71,11.0084
0.4,0,71,11.05722
0.3,0,71,11.05609
0.2,0,71,10.69542
0.1,0,71,10.47784
0.0,0,71,10.24447
1.0,3,71,11.67499
0.9,3,71,11.51025
0.8,3,71,11.71151
0.7,3,71,11.65302
0.6,3,71,11.00875
0.5,3,71,11.35078
0.4,3,71,11.02239
0.3,3,71,10.96901
0.2,3,71,10.84211
0.1,3,71,10.30627
0.0,3,71,10.45196
1.0,6,71,11.87402
0.9,6,71,11.86461
0.8,6,71,11.80077
0.7,6,71,11.16129
0.6,6,71,11.13668
0.5,6,71,11.45497
0.4,6,71,10.93188
0.3,6,71,11.09457
0.2,6,71,11.08065
0.1,6,71,12.68599
0.0,6,71,12.88718
1.0,9,71,12.403
0.9,9,71,12.04542
0.8,9,71,11.90692
0.7,9,71,11.14444
0.6,9,71,11.57282
0.5,9,71,11.0972
0.4,9,71,11.12007
0.3,9,71,11.17803
0.2,9,71,10.41445
0.1,9,71,10.74493
0.0,9,71,10.64323
1.0,12,71,12.33387
0.9,12,71,12.16914
0.8,12,71,11.65591
0.7,12,71,11.73687
0.6,12,71,11.76873
0.5,12,71,11.35044
0.4,12,71,11.26215
0.3,12,71,11.02224
0.2,12,71,10.63803
0.1,12,71,10.97615
0.0,12,71,10.67009
1.0,15,71,12.29444
0.9,15,71,12.28339
0.8,15,71,11.84391
0.7,15,71,12.24257
0.6,15,71,11.68018
0.5,15,71,11.34831
0.4,15,71,11.46988
0.3,15,71,10.3668
0.2,15,71,11.32517
0.1,15,71,11.04225
0.0,15,71,10.41772
1.0,18,71,12.66215
0.9,18,71,12.34381
0.8,18,71,12.61738
0.7,18,71,12.13601
0.6,18,71,11.99951
0.5,18,71,11.52033
0.4,18,71,10.80976
0.3,18,71,11.35163
0.2,18,71,11.33887
0.1,18,71,10.67394
0.0,18,71,10.37098
1.0,21,71,12.8679
0.9,21,71,12.56139
0.8,21,71,12.70631
0.7,21,71,12.43118
0.6,21,71,11.67969
0.5,21,71,11.42609
0.4,21,71,11.37246
0.3,21,71,11.63876
0.2,21,71,10.86254
0.1,21,71,10.50072
0.0,21,71,10.4611
1.0,23,71,13.10882
0.9,23,71,13.08236
0.8,23,71,13.01142
0.7,23,71,12.31036
0.6,23,71,11.77443
0.5,23,71,12.18322
0.4,23,71,11.8166
0.3,23,71,11.3973
0.2,23,71,10.84093
0.1,23,71,10.37995
0.0,23,71,10.62376
1.0,0,70,11.5662
0.9,0,70,11.58486
0.8,0,70,11.24327
0.7,0,70,11.66817
0.6,0,70,11.19232
0.5,0,70,10.92636
0.4,0,70,11.08638
0.3,0,70,10.37071
0.2,0,70,10.71481
0.1,0,70,10.41802
0.0,0,70,10.64089
1.0,3,70,11.79205
0.9,3,70,11.65507
0.8,3,70,11.96552
0.7,3,70,11.40263
