BW,traffic_load,airtime,selected_mcs,txgain,pm_power
50,24,0.5,6,57,11.02539
50,24,0.4,6,57,10.97209
50,24,0.3,6,57,11.04912
50,24,0.2,6,57,10.63904
50,24,0.1,6,57,10.54786
50,24,0.0,6,57,10.52526
50,24,1.0,9,57,12.14883
50,24,0.9,9,57,11.87449
50,24,0.8,9,57,11.8468
50,24,0.7,9,57,11.37379
50,24,0.6,9,57,11.45935
50,24,0.5,9,57,11.10233
50,24,0.4,9,57,11.19953
50,24,0.3,9,57,11.30523
50,24,0.2,9,57,10.41599
50,24,0.1,9,57,10.84994
50,24,0.0,9,57,10.70274
50,24,1.0,12,57,12.22233
50,24,0.9,12,57,12.41276
50,24,0.8,12,57,12.07909
50,24,0.7,12,57,11.96555
50,24,0.6,12,57,11.47594
50,24,0.5,12,57,11.31466
50,24,0.4,12,57,11.40174
50,24,0.3,12,57,10.65087
50,24,0.2,12,57,10.98345
50,24,0.1,12,57,10.82758
50,24,0.0,12,57,10.56152
50,24,1.0,15,57,12.45745
50,24,0.9,15,57,12.49841
50,24,0.8,15,57,12.05196
50,24,0.7,15,57,11.76718
50,24,0.6,15,57,12.08823
50,24,0.5,15,57,11.61811
50,24,0.4,15,57,11.32385
50,24,0.3,15,57,10.78008
50,24,0.2,15,57,10.90626
50,24,0.1,15,57,10.86271
50,24,0.0,15,57,10.28782
50,24,1.0,18,57,12.68933
50,24,0.9,18,57,12.36727
50,24,0.8,18,57,12.25758
50,24,0.7,18,57,12.50275
50,24,0.6,18,57,11.93662
50,24,0.5,18,57,11.77224
50,24,0.4,18,57,11.18527
50,24,0.3,18,57,11.18862
50,24,0.2,18,57,10.96671
50,24,0.1,18,57,10.43202
50,24,0.0,18,57,10.44162
50,24,1.0,21,57,12.7683
50,24,0.9,21,57,12.5197
50,24,0.8,21,57,12.32465
50,24,0.7,21,57,12.45757
50,24,0.6,21,57,11.6541
50,24,0.5,21,57,11.64146
50,24,0.4,21,57,11.70405
50,24,0.3,21,57,11.1924
50,24,0.2,21,57,11.15416
50,24,0.1,21,57,10.40177
50,24,0.0,21,57,10.40426
50,24,1.0,23,57,13.2742
50,24,0.9,23,57,12.75823
50,24,0.8,23,57,12.9905
50,24,0.7,23,57,11.75259
50,24,0.6,23,57,12.08854
50,24,0.5,23,57,12.1563
50,24,0.4,23,57,11.45837
50,24,0.3,23,57,11.77453
50,24,0.2,23,57,10.8625
50,24,0.1,23,57,10.73324
50,24,0.0,23,57,10.52888
50,24,1.0,0,56,11.70097
50,24,0.9,0,56,11.47738
50,24,0.8,0,56,11.12357
50,24,0.7,0,56,11.63797
50,24,0.6,0,56,11.37166
50,24,0.5,0,56,11.13427
50,24,0.4,0,56,10.84092
50,24,0.3,0,56,10.61075
50,24,0.2,0,56,10.93915
50,24,0.1,0,56,10.58797
50,24,0.0,0,56,10.45965
50,24,1.0,3,56,11.76182
50,24,0.9,3,56,11.51627
50,24,0.8,3,56,11.88453
50,24,0.7,3,56,11.3259
50,24,0.6,3,56,11.25968
50,24,0.5,3,56,10.93731
50,24,0.4,3,56,10.66612
50,24,0.3,3,56,11.0306
50,24,0.2,3,56,10.80678
50,24,0.1,3,56,10.43244
50,24,0.0,3,56,10.31129
50,24,1.0,6,56,11.94905
50,24,0.9,6,56,11.93686
50,24,0.8,6,56,11.85825
50,24,0.7,6,56,11.27457
50,24,0.6,6,56,11.15658
50,24,0.5,6,56,10.90024
50,24,0.4,6,56,11.18907
50,24,0.3,6,56,11.32678
50,24,0.2,6,56,10.26501
50,24,0.1,6,56,10.54152
50,24,0.0,6,56,10.433
50,24,1.0,9,56,12.00681
50,24,0.9,9,56,12.12741
50,24,0.8,9,56,11.76133
50,24,0.7,9,56,11.48155
50,24,0.6,9,56,11.15227
50,24,0.5,9,56,11.69431
50,24,0.4,9,56,11.19615
50,24,0.3,9,56,10.89589
50,24,0.2,9,56,10.69146
50,24,0.1,9,56,10.61676
50,24,0.0,9,56,10.6399
50,24,1.0,12,56,12.08624
50,24,0.9,12,56,12.39846
50,24,0.8,12,56,11.78258
50,24,0.7,12,56,11.61128
50,24,0.6,12,56,12.10697
50,24,0.5,12,56,11.48638
50,24,0.4,12,56,11.43982
50,24,0.3,12,56,10.88039
50,24,0.2,12,56,10.8809
50,24,0.1,12,56,10.82738
50,24,0.0,12,56,10.52975
50,24,1.0,15,56,12.52344
50,24,0.9,15,56,12.1338
50,24,0.8,15,56,11.86925
50,24,0.7,15,56,12.08215
50,24,0.6,15,56,12.05898
50,24,0.5,15,56,11.53583
50,24,0.4,15,56,11.28611
50,24,0.3,15,56,11.12971
50,24,0.2,15,56,10.90152
50,24,0.1,15,56,10.97305
50,24,0.0,15,56,10.287975
50,24,1.0,18,56,12.63419
50,24,0.9,18,56,12.22714
50,24,0.8,18,56,12.09334
50,24,0.7,18,56,12.54576
50,24,0.6,18,56,11.51597
50,24,0.5,18,56,11.68207
50,24,0.4,18,56,11.45296
50,24,0.3,18,56,10.98011
50,24,0.2,18,56,11.21818
50,24,0.1,18,56,10.71778
50,24,0.0,18,56,10.48365
50,24,1.0,21,56,12.68933
50,24,0.9,21,56,12.37191
50,24,0.8,21,56,12.81516
50,24,0.7,21,56,13.27486
50,24,0.6,21,56,11.67957
50,24,0.5,21,56,11.87819
50,24,0.4,21,56,10.8702
50,24,0.3,21,56,11.52283
50,24,0.2,21,56,11.38289
50,24,0.1,21,56,10.39315
50,24,0.0,21,56,10.6094
50,24,1.0,23,56,13.13568
50,24,0.9,23,56,12.97803
50,24,0.8,23,56,12.71708
50,24,0.7,23,56,12.10152
50,24,0.6,23,56,12.46288
50,24,0.5,23,56,11.27627
50,24,0.4,23,56,11.68356
50,24,0.3,23,56,11.83112
50,24,0.2,23,56,10.43618
50,24,0.1,23,56,11.08174
50,24,0.0,23,56,10.56653
50,24,1.0,0,55,11.84406
50,24,0.9,0,55,11.60838
50,24,0.8,0,55,11.53849
50,24,0.7,0,55,11.37676
50,24,0.6,0,55,11.32828
50,24,0.5,0,55,11.23525
50,24,0.4,0,55,10.94686
50,24,0.3,0,55,10.76319
50,24,0.2,0,55,10.61387
50,24,0.1,0,55,10.3492
50,24,0.0,0,55,10.46006
50,24,1.0,3,55,11.74145
50,24,0.9,3,55,11.41883
50,24,0.8,3,55,11.66453
50,24,0.7,3,55,11.21016
50,24,0.6,3,55,11.23697
50,24,0.5,3,55,11.12684
50,24,0.4,3,55,10.92581
50,24,0.3,3,55,10.97819
50,24,0.2,3,55,10.92771
50,24,0.1,3,55,10.60768
50,24,0.0,3,55,10.46127
50,24,1.0,6,55,11.85031
50,24,0.9,6,55,11.4844
50,24,0.8,6,55,12.08648
50,24,0.7,6,55,11.4784
50,24,0.6,6,55,11.19588
50,24,0.5,6,55,11.08767
50,24,0.4,6,55,10.56856
50,24,0.3,6,55,11.39593
50,24,0.2,6,55,11.01335
50,24,0.1,6,55,10.44662
50,24,0.0,6,55,10.34436
50,24,1.0,9,55,11.99748
50,24,0.9,9,55,11.97033
50,24,0.8,9,55,11.95552
50,24,0.7,9,55,11.74179
50,24,0.6,9,55,11.41475
50,24,0.5,9,55,10.90237
50,24,0.4,9,55,11.10118
50,24,0.3,9,55,11.31621
50,24,0.2,9,55,10.33635
50,24,0.1,9,55,10.54866
50,24,0.0,9,55,10.55623
50,24,1.0,12,55,12.12741
50,24,0.9,12,55,12.50507
50,24,0.8,12,55,12.21058
50,24,0.7,12,55,11.61412
50,24,0.6,12,55,11.49246
50,24,0.5,12,55,11.61161
50,24,0.4,12,55,11.58654
50,24,0.3,12,55,11.34877
50,24,0.2,12,55,11.41923
50,24,0.1,12,55,10.6878
50,24,0.0,12,55,10.28691
50,24,1.0,15,55,12.37681
50,24,0.9,15,55,12.45893
50,24,0.8,15,55,12.50529
50,24,0.7,15,55,12.10745
50,24,0.6,15,55,11.35525
50,24,0.5,15,55,11.17308
50,24,0.4,15,55,11.06919
50,24,0.3,15,55,11.54451
50,24,0.2,15,55,10.94508
50,24,0.1,15,55,10.33727
50,24,0.0,15,55,10.49955
50,24,1.0,18,55,12.58536
50,24,0.9,18,55,12.87034
50,24,0.8,18,55,12.63944
50,24,0.7,18,55,11.84204
50,24,0.6,18,55,11.65728
50,24,0.5,18,55,11.499
50,24,0.4,18,55,11.21206
50,24,0.3,18,55,11.4851
50,24,0.2,18,55,10.54492
50,24,0.1,18,55,11.23203
50,24,0.0,18,55,10.70852
50,24,1.0,21,55,12.71383
50,24,0.9,21,55,13.03949
50,24,0.8,21,55,12.11437
50,24,0.7,21,55,12.27526
50,24,0.6,21,55,11.6526
50,24,0.5,21,55,11.98137
50,24,0.4,21,55,11.86269
50,24,0.3,21,55,10.50434
50,24,0.2,21,55,11.05409
50,24,0.1,21,55,10.90538
50,24,0.0,21,55,10.5323
50,24,1.0,23,55,12.97728
50,24,0.9,23,55,13.13593
50,24,0.8,23,55,12.68045
50,24,0.7,23,55,12.57108
50,24,0.6,23,55,12.54403
50,24,0.5,23,55,11.79206
50,24,0.4,23,55,11.15864
50,24,0.3,23,55,11.30962
50,24,0.2,23,55,11.26993
50,24,0.1,23,55,10.53927
50,24,0.0,23,55,10.31166
50,24,1.0,0,54,11.73501
50,24,0.9,0,54,11.41815
50,24,0.8,0,54,11.74666
50,24,0.7,0,54,11.11325
50,24,0.6,0,54,11.15673
50,24,0.5,0,54,11.16592
50,24,0.4,0,54,10.8412
50,24,0.3,0,54,10.98936
50,24,0.2,0,54,10.46891
50,24,0.1,0,54,10.57065
50,24,0.0,0,54,10.58427
50,24,1.0,3,54,11.78453
50,24,0.9,3,54,11.41707
50,24,0.8,3,54,11.81539
50,24,0.7,3,54,11.32461
50,24,0.6,3,54,11.24132
50,24,0.5,3,54,11.34756
50,24,0.4,3,54,10.84313
50,24,0.3,3,54,11.08048
50,24,0.2,3,54,10.89449
50,24,0.1,3,54,10.5755
50,24,0.0,3,54,10.44772
50,24,1.0,6,54,11.91433
50,24,0.9,6,54,11.65707
50,24,0.8,6,54,11.74941
50,24,0.7,6,54,11.32282
50,24,0.6,6,54,11.20334
50,24,0.5,6,54,11.184
50,24,0.4,6,54,10.92541
50,24,0.3,6,54,11.21997
50,24,0.2,6,54,10.643339
50,24,0.1,6,54,10.58716
50,24,0.0,6,54,10.62
50,24,1.0,9,54,11.93404
50,24,0.9,9,54,12.01733
50,24,0.8,9,54,11.49037
50,24,0.7,9,54,11.42777
50,24,0.6,9,54,11.47554
50,24,0.5,9,54,10.91936
50,24,0.4,9,54,11.2585
50,24,0.3,9,54,10.86604
50,24,0.2,9,54,10.58123
50,24,0.1,9,54,10.85807
50,24,0.0,9,54,10.57831
50,24,1.0,12,54,12.24619
50,24,0.9,12,54,12.20917
50,24,0.8,12,54,12.07463
50,24,0.7,12,54,11.66345
50,24,0.6,12,54,11.67073
50,24,0.5,12,54,11.25779
50,24,0.4,12,54,11.3219
50,24,0.3,12,54,10.49538
50,24,0.2,12,54,11.02135
50,24,0.1,12,54,11.10872
50,24,0.0,12,54,10.27801
50,24,1.0,15,54,12.47428
50,24,0.9,15,54,12.29227
50,24,0.8,15,54,12.16262
50,24,0.7,15,54,12.15135
50,24,0.6,15,54,12.00608
50,24,0.5,15,54,11.47426
50,24,0.4,15,54,10.84163
50,24,0.3,15,54,11.23149
50,24,0.2,15,54,11.00173
50,24,0.1,15,54,10.41949
50,24,0.0,15,54,10.39919
50,24,1.0,18,54,12.51988
50,24,0.9,18,54,12.31393
50,24,0.8,18,54,11.94548
50,24,0.7,18,54,13.98207
50,24,0.6,18,54,11.48386
50,24,0.5,18,54,11.71658
50,24,0.4,18,54,11.74874
50,24,0.3,18,54,11.06438
50,24,0.2,18,54,11.08281
50,24,0.1,18,54,10.36436
50,24,0.0,18,54,10.48383
50,24,1.0,21,54,12.81056
50,24,0.9,21,54,12.26291
50,24,0.8,21,54,13.4196
50,24,0.7,21,54,12.27393
50,24,0.6,21,54,11.69616
50,24,0.5,21,54,12.14233
50,24,0.4,21,54,11.35016
50,24,0.3,21,54,11.53644
50,24,0.2,21,54,11.00791
50,24,0.1,21,54,10.67003
50,24,0.0,21,54,10.61934
50,24,1.0,23,54,13.18493
50,24,0.9,23,54,12.76107
50,24,0.8,23,54,12.68541
50,24,0.7,23,54,11.93375
50,24,0.6,23,54,12.28285
50,24,0.5,23,54,11.61387
50,24,0.4,23,54,11.4413
50,24,0.3,23,54,11.83052
50,24,0.2,23,54,10.63692
50,24,0.1,23,54,10.99541
50,24,0.0,23,54,10.71259
50,24,1.0,0,53,11.76635
50,24,0.9,0,53,11.38468
50,24,0.8,0,53,10.97658
50,24,0.7,0,53,11.75141
50,24,0.6,0,53,10.95602
50,24,0.5,0,53,11.16126
50,24,0.4,0,53,11.15494
50,24,0.3,0,53,10.35147
50,24,0.2,0,53,11.05123
50,24,0.1,0,53,10.56732
50,24,0.0,0,53,10.40944
50,24,1.0,3,53,11.71122
50,24,0.9,3,53,11.47317
50,24,0.8,3,53,11.86044
50,24,0.7,3,53,11.27788
50,24,0.6,3,53,11.22191
50,24,0.5,3,53,11.12921
50,24,0.4,3,53,10.61046
50,24,0.3,3,53,11.26709
50,24,0.2,3,53,11.14687
50,24,0.1,3,53,10.63543
50,24,0.0,3,53,10.4373
50,24,1.0,6,53,11.89877
50,24,0.9,6,53,11.97774
50,24,0.8,6,53,11.94784
50,24,0.7,6,53,11.45507
50,24,0.6,6,53,11.13332
50,24,0.5,6,53,10.9219
50,24,0.4,6,53,11.14971
50,24,0.3,6,53,11.28005
50,24,0.2,6,53,10.47176
50,24,0.1,6,53,10.53624
50,24,0.0,6,53,10.51276
50,24,1.0,9,53,11.98838
50,24,0.9,9,53,12.21283
50,24,0.8,9,53,11.78377
50,24,0.7,9,53,11.46951
50,24,0.6,9,53,11.11058
50,24,0.5,9,53,11.38122
50,24,0.4,9,53,11.34345
50,24,0.3,9,53,10.89414
50,24,0.2,9,53,10.54163
50,24,0.1,9,53,10.40539
50,24,0.0,9,53,10.59007
50,24,1.0,12,53,12.21716
50,24,0.9,12,53,12.41657
50,24,0.8,12,53,13.07081
50,24,0.7,12,53,11.64445
50,24,0.6,12,53,11.83498
50,24,0.5,12,53,11.66853
50,24,0.4,12,53,11.50583
50,24,0.3,12,53,10.73094
50,24,0.2,12,53,10.71668
50,24,0.1,12,53,10.69952
50,24,0.0,12,53,10.37787
50,24,1.0,15,53,12.45079
50,24,0.9,15,53,12.24166
50,24,0.8,15,53,11.88011
50,24,0.7,15,53,11.88776
50,24,0.6,15,53,12.03659
50,24,0.5,15,53,11.48776
50,24,0.4,15,53,11.32393
50,24,0.3,15,53,11.04682
50,24,0.2,15,53,10.83008
50,24,0.1,15,53,10.8046
50,24,0.0,15,53,10.31114
50,24,1.0,18,53,12.72475
50,24,0.9,18,53,12.1302
50,24,0.8,18,53,12.11149
50,24,0.7,18,53,12.5528
50,24,0.6,18,53,11.45455
50,24,0.5,18,53,11.67804
50,24,0.4,18,53,11.40469
50,24,0.3,18,53,11.00126
50,24,0.2,18,53,12.51281
50,24,0.1,18,53,11.50648
50,24,0.0,18,53,10.49583
50,24,1.0,21,53,12.7596
50,24,0.9,21,53,12.42072
50,24,0.8,21,53,12.76642
50,24,0.7,21,53,11.76884
50,24,0.6,21,53,11.81661
50,24,0.5,21,53,11.95609
50,24,0.4,21,53,11.14861
50,24,0.3,21,53,11.48602
50,24,0.2,21,53,11.19271
50,24,0.1,21,53,10.45761
50,24,0.0,21,53,10.51344
50,24,1.0,23,53,13.22897
50,24,0.9,23,53,12.96703
50,24,0.8,23,53,12.76716
50,24,0.7,23,53,11.94536
50,24,0.6,23,53,12.46714
50,24,0.5,23,53,11.38048
50,24,0.4,23,53,11.72998
50,24,0.3,23,53,11.85707
50,24,0.2,23,53,10.35504
50,24,0.1,23,53,11.13193
50,24,0.0,23,53,10.641095
50,24,1.0,0,52,11.86823
50,24,0.9,0,52,11.51889
50,24,0.8,0,52,11.59837
50,24,0.7,0,52,11.52874
50,24,0.6,0,52,11.06204
50,24,0.5,0,52,11.01731
50,24,0.4,0,52,10.70475
50,24,0.3,0,52,10.89402
50,24,0.2,0,52,11.04292
50,24,0.1,0,52,10.61257
50,24,0.0,0,52,10.30532
50,24,1.0,3,52,11.87374
50,24,0.9,3,52,11.38979
50,24,0.8,3,52,11.7519
50,24,0.7,3,52,11.37299
50,24,0.6,3,52,11.10207
50,24,0.5,3,52,11.35628
50,24,0.4,3,52,10.8532
50,24,0.3,3,52,11.05361
50,24,0.2,3,52,10.58116
50,24,0.1,3,52,10.626566
50,24,0.0,3,52,10.80908
50,24,1.0,6,52,11.7333
50,24,0.9,6,52,11.9012
50,24,0.8,6,52,11.51682
50,24,0.7,6,52,11.4365
50,24,0.6,6,52,11.36259
50,24,0.5,6,52,10.97254
50,24,0.4,6,52,11.14281
50,24,0.3,6,52,10.702785
50,24,0.2,6,52,10.66144
50,24,0.1,6,52,10.90215
50,24,0.0,6,52,10.42126
50,24,1.0,9,52,11.99509
50,24,0.9,9,52,11.93502
50,24,0.8,9,52,11.82761
50,24,0.7,9,52,11.66256
50,24,0.6,9,52,11.52384
50,24,0.5,9,52,11.13709
50,24,0.4,9,52,11.09926
50,24,0.3,9,52,10.62156
50,24,0.2,9,52,10.82304
50,24,0.1,9,52,10.8969
50,24,0.0,9,52,10.37971
50,24,1.0,12,52,13.56269
50,24,0.9,12,52,12.2071
50,24,0.8,12,52,11.98283
50,24,0.7,12,52,12.17893
50,24,0.6,12,52,11.65772
50,24,0.5,12,52,11.40885
50,24,0.4,12,52,11.13138
50,24,0.3,12,52,11.02795
50,24,0.2,12,52,11.21428
50,24,0.1,12,52,10.30899
50,24,0.0,12,52,10.47654
50,24,1.0,15,52,12.28847
50,24,0.9,15,52,12.16826
50,24,0.8,15,52,12.11079
50,24,0.7,15,52,12.36564
50,24,0.6,15,52,11.59285
50,24,0.5,15,52,11.42931
50,24,0.4,15,52,11.67415
50,24,0.3,15,52,11.07708
50,24,0.2,15,52,10.99762
50,24,0.1,15,52,10.42488
50,24,0.0,15,52,10.29321
50,24,1.0,18,52,12.79169
50,24,0.9,18,52,12.08105
50,24,0.8,18,52,12.67034
50,24,0.7,18,52,11.44585
50,24,0.6,18,52,11.66544
50,24,0.5,18,52,12.12033
50,24,0.4,18,52,11.27758
50,24,0.3,18,52,11.59085
50,24,0.2,18,52,10.80332
50,24,0.1,18,52,10.48964
50,24,0.0,18,52,10.49409
50,24,1.0,21,52,12.89363
50,24,0.9,21,52,12.72969
50,24,0.8,21,52,12.25216
50,24,0.7,21,52,11.68061
50,24,0.6,21,52,12.09876
50,24,0.5,21,52,11.52572
50,24,0.4,21,52,11.49091
50,24,0.3,21,52,11.57182
50,24,0.2,21,52,10.6891
50,24,0.1,21,52,10.8346
50,24,0.0,21,52,10.67325
50,24,1.0,23,52,13.00539
50,24,0.9,23,52,13.08494
50,24,0.8,23,52,12.49966
50,24,0.7,23,52,12.24529
50,24,0.6,23,52,12.2866
50,24,0.5,23,52,11.68013
50,24,0.4,23,52,11.94379
50,24,0.3,23,52,11.03861
50,24,0.2,23,52,10.93514
50,24,0.1,23,52,11.36085
50,24,0.0,23,52,10.42765
50,24,1.0,0,51,11.90784
50,24,0.9,0,51,11.56341
50,24,0.8,0,51,11.51767
50,24,0.7,0,51,10.96012
50,24,0.6,0,51,11.31949
50,24,0.5,0,51,11.40711
50,24,0.4,0,51,13.30151
50,24,0.3,0,51,11.30077
50,24,0.2,0,51,10.80157
50,24,0.1,0,51,10.42768
50,24,0.0,0,51,10.48877
50,24,1.0,3,51,11.77907
50,24,0.9,3,51,11.48883
50,24,0.8,3,51,11.83596
50,24,0.7,3,51,11.27374
50,24,0.6,3,51,11.14836
50,24,0.5,3,51,11.19137
50,24,0.4,3,51,10.88989
50,24,0.3,3,51,11.04267
50,24,0.2,3,51,10.76015
50,24,0.1,3,51,10.47763
50,24,0.0,3,51,10.30509
50,24,1.0,6,51,12.05841
50,24,0.9,6,51,11.63351
50,24,0.8,6,51,11.72977
50,24,0.7,6,51,11.18279
50,24,0.6,6,51,11.14764
50,24,0.5,6,51,11.41821
50,24,0.4,6,51,10.80081
50,24,0.3,6,51,11.37971
50,24,0.2,6,51,10.61286
50,24,0.1,6,51,10.47178
50,24,0.0,6,51,10.64958
50,24,1.0,9,51,11.99295
50,24,0.9,9,51,12.06905
50,24,0.8,9,51,11.55594
50,24,0.7,9,51,11.45177
50,24,0.6,9,51,11.57292
50,24,0.5,9,51,10.76017
50,24,0.4,9,51,11.36309
50,24,0.3,9,51,11.24848
50,24,0.2,9,51,10.55851
50,24,0.1,9,51,10.84397
50,24,0.0,9,51,10.60909
50,24,1.0,12,51,12.29497
50,24,0.9,12,51,12.24706
50,24,0.8,12,51,11.91698
50,24,0.7,12,51,11.69656
50,24,0.6,12,51,11.67943
50,24,0.5,12,51,11.39743
50,24,0.4,12,51,11.34694
50,24,0.3,12,51,10.57546
50,24,0.2,12,51,10.93344
50,24,0.1,12,51,11.18421
50,24,0.0,12,51,10.37346
50,24,1.0,15,51,12.50926
50,24,0.9,15,51,12.32765
50,24,0.8,15,51,12.12274
50,24,0.7,15,51,12.16375
50,24,0.6,15,51,11.81751
50,24,0.5,15,51,11.54605
50,24,0.4,15,51,10.91759
50,24,0.3,15,51,11.0382
50,24,0.2,15,51,11.04772
50,24,0.1,15,51,10.69016
50,24,0.0,15,51,10.40253
50,24,1.0,18,51,12.47593
50,24,0.9,18,51,12.54417
50,24,0.8,18,51,12.16267
50,24,0.7,18,51,12.5602
50,24,0.6,18,51,11.60219
50,24,0.5,18,51,11.56268
50,24,0.4,18,51,11.49516
50,24,0.3,18,51,10.99702
50,24,0.2,18,51,11.03294
50,24,0.1,18,51,10.30624
50,24,0.0,18,51,10.4245
50,24,1.0,21,51,12.72044
50,24,0.9,21,51,12.43925
50,24,0.8,21,51,12.66174
50,24,0.7,21,51,12.02131
50,24,0.6,21,51,11.80121
50,24,0.5,21,51,11.94342
50,24,0.4,21,51,11.55102
50,24,0.3,21,51,11.42309
50,24,0.2,21,51,10.77987
50,24,0.1,21,51,10.55385
50,24,0.0,21,51,10.38456
50,24,1.0,23,51,13.12114
50,24,0.9,23,51,12.7187
50,24,0.8,23,51,12.80839
50,24,0.7,23,51,11.85305
50,24,0.6,23,51,12.14155
50,24,0.5,23,51,12.12549
50,24,0.4,23,51,11.56761
50,24,0.3,23,51,11.61254
50,24,0.2,23,51,10.61166
50,24,0.1,23,51,10.82402
50,24,0.0,23,51,10.72909
50,24,1.0,0,50,11.74691
50,24,0.9,0,50,11.6517
50,24,0.8,0,50,11.18374
50,24,0.7,0,50,11.69514
50,24,0.6,0,50,11.1217
50,24,0.5,0,50,11.14243
50,24,0.4,0,50,10.94911
50,24,0.3,0,50,10.41312
50,24,0.2,0,50,10.82914
50,24,0.1,0,50,10.46201
50,24,0.0,0,50,10.29
50,24,1.0,3,50,11.71332
50,24,0.9,3,50,11.60105
50,24,0.8,3,50,11.84177
50,24,0.7,3,50,11.15709
50,24,0.6,3,50,11.17024
50,24,0.5,3,50,11.33099
50,24,0.4,3,50,10.99525
50,24,0.3,3,50,11.05177
50,24,0.2,3,50,10.28361
50,24,0.1,3,50,10.49628
50,24,0.0,3,50,10.62935
50,24,1.0,6,50,11.96631
50,24,0.9,6,50,11.86041
50,24,0.8,6,50,11.06261
50,24,0.7,6,50,11.22685
50,24,0.6,6,50,11.82805
50,24,0.5,6,50,11.3934
50,24,0.4,6,50,11.06121
50,24,0.3,6,50,10.89874
50,24,0.2,6,50,10.56295
50,24,0.1,6,50,10.90737
50,24,0.0,6,50,10.7764
50,24,1.0,9,50,11.85828
50,24,0.9,9,50,11.82162
50,24,0.8,9,50,11.16188
50,24,0.7,9,50,11.81459
50,24,0.6,9,50,11.46055
50,24,0.5,9,50,11.2248
50,24,0.4,9,50,11.4133
50,24,0.3,9,50,10.56872
50,24,0.2,9,50,11.1218
50,24,0.1,9,50,10.88531
50,24,0.0,9,50,10.65683
50,24,1.0,12,50,12.25096
50,24,0.9,12,50,11.88422
50,24,0.8,12,50,11.8335
50,24,0.7,12,50,12.2372
50,24,0.6,12,50,11.66902
50,24,0.5,12,50,11.38672
50,24,0.4,12,50,12.21597
50,24,0.3,12,50,10.80164
50,24,0.2,12,50,11.49643
50,24,0.1,12,50,11.04044
50,24,0.0,12,50,10.38607
50,24,1.0,15,50,12.49059
50,24,0.9,15,50,11.92692
50,24,0.8,15,50,12.68677
50,24,0.7,15,50,12.09078
50,24,0.6,15,50,11.42184
50,24,0.5,15,50,11.48429
50,24,0.4,15,50,10.54288
50,24,0.3,15,50,11.76269
50,24,0.2,15,50,11.45337
50,24,0.1,15,50,10.3957
50,24,0.0,15,50,10.51042
50,24,1.0,18,50,12.45596
50,24,0.9,18,50,12.93789
50,24,0.8,18,50,12.681
50,24,0.7,18,50,12.04886
50,24,0.6,18,50,11.56159
50,24,0.5,18,50,11.10409
50,24,0.4,18,50,11.81262
50,24,0.3,18,50,11.60325
50,24,0.2,18,50,10.48791
50,24,0.1,18,50,10.45848
50,24,0.0,18,50,10.49152
50,24,1.0,21,50,12.94115
50,24,0.9,21,50,12.86872
50,24,0.8,21,50,12.85237
50,24,0.7,21,50,11.64179
50,24,0.6,21,50,11.74068
50,24,0.5,21,50,12.30287
50,24,0.4,21,50,11.73598
50,24,0.3,21,50,11.08232
50,24,0.2,21,50,10.36629
50,24,0.1,21,50,10.62207
50,24,0.0,21,50,10.50983
50,24,1.0,23,50,13.24613
50,24,0.9,23,50,13.07117
50,24,0.8,23,50,11.81889
50,24,0.7,23,50,12.03578
50,24,0.6,23,50,13.03077
50,24,0.5,23,50,11.93176
50,24,0.4,23,50,11.85907
50,24,0.3,23,50,11.30673
50,24,0.2,23,50,10.68321
50,24,0.1,23,50,11.08106
50,24,0.0,23,50,10.70778
50,24,1.0,0,49,11.67878
50,24,0.9,0,49,11.81005
50,24,0.8,0,49,11.23865
50,24,0.7,0,49,11.33086
50,24,0.6,0,49,11.60659
50,24,0.5,0,49,11.07196
50,24,0.4,0,49,10.95562
50,24,0.3,0,49,10.58507
50,24,0.2,0,49,10.60806
50,24,0.1,0,49,10.56388
50,24,0.0,0,49,10.40881
50,24,1.0,3,49,11.7391
50,24,0.9,3,49,11.68575
50,24,0.8,3,49,11.44683
50,24,0.7,3,49,11.79907
50,24,0.6,3,49,11.14571
50,24,0.5,3,49,11.11388
50,24,0.4,3,49,11.06254
50,24,0.3,3,49,11.01478
50,24,0.2,3,49,10.70967
50,24,0.1,3,49,10.71635
50,24,0.0,3,49,10.43489
50,24,1.0,6,49,11.7569
50,24,0.9,6,49,11.76449
50,24,0.8,6,49,11.85331
50,24,0.7,6,49,11.49624
50,24,0.6,6,49,11.17746
50,24,0.5,6,49,11.29916
50,24,0.4,6,49,10.83039
50,24,0.3,6,49,11.21284
50,24,0.2,6,49,11.34388
50,24,0.1,6,49,10.45272
50,24,0.0,6,49,10.6521
50,24,1.0,9,49,11.9409
50,24,0.9,9,49,11.88652
50,24,0.8,9,49,12.071
50,24,0.7,9,49,11.35513
50,24,0.6,9,49,11.51702
50,24,0.5,9,49,10.83868
50,24,0.4,9,49,11.17085
50,24,0.3,9,49,11.2723
50,24,0.2,9,49,10.50617
50,24,0.1,9,49,10.61913
50,24,0.0,9,49,10.44625
50,24,1.0,12,49,12.43878
50,24,0.9,12,49,12.24044
50,24,0.8,12,49,12.17319
50,24,0.7,12,49,11.62963
50,24,0.6,12,49,11.50116
50,24,0.5,12,49,11.6712
50,24,0.4,12,49,11.39096
50,24,0.3,12,49,11.08283
50,24,0.2,12,49,10.57153
50,24,0.1,12,49,10.74187
50,24,0.0,12,49,10.57881
50,24,1.0,15,49,12.44632
50,24,0.9,15,49,12.55898
