BW,traffic_load,airtime,selected_mcs,txgain,pm_power
50,24,0.8,23,41,12.82872
50,24,0.7,23,41,12.123660000000005
50,24,0.6,23,41,11.66645
50,24,0.5,23,41,12.15982
50,24,0.4,23,41,11.648829999999998
50,24,0.3,23,41,11.37475
50,24,0.2,23,41,10.644519999999998
50,24,0.1,23,41,10.43066
50,24,0.0,23,41,10.61804
50,24,1.0,23,40,12.64023
50,24,0.9,23,40,13.04584
50,24,0.8,23,40,12.14094
50,24,0.7,23,40,11.794209999999998
50,24,0.6,23,40,12.171590000000004
50,24,0.5,23,40,11.2943
50,24,0.4,23,40,11.86094
50,24,0.3,23,40,11.40158
50,24,0.2,23,40,10.62379
50,24,0.1,23,40,11.130990000000002
50,24,0.0,23,40,10.7176
50,24,1.0,23,39,12.562729999999998
50,24,0.9,23,39,12.785899999999996
50,24,0.8,23,39,11.98026
50,24,0.7,23,39,11.59119
50,24,0.6,23,39,12.6504
50,24,0.5,23,39,11.693270000000002
50,24,0.4,23,39,11.782070000000004
50,24,0.3,23,39,11.10435
50,24,0.2,23,39,10.59228
50,24,0.1,23,39,10.95228
50,24,0.0,23,39,10.627719999999997
50,24,1.0,23,38,12.54377
50,24,0.9,23,38,12.6839
50,24,0.8,23,38,12.211169999999996
50,24,0.7,23,38,11.509529999999998
50,24,0.6,23,38,12.15037
50,24,0.5,23,38,11.86822
50,24,0.4,23,38,11.51867
50,24,0.3,23,38,11.03811
50,24,0.2,23,38,10.49054
50,24,0.1,23,38,10.92164
50,24,0.0,23,38,10.48417
50,24,1.0,23,37,12.6126
50,24,0.9,23,37,12.3477
50,24,0.8,23,37,11.741069999999995
50,24,0.7,23,37,11.542980000000002
50,24,0.6,23,37,12.4559
50,24,0.5,23,37,11.514080000000002
50,24,0.4,23,37,11.65046
50,24,0.3,23,37,11.44511
50,24,0.2,23,37,10.37929
50,24,0.1,23,37,11.24319
50,24,0.0,23,37,10.642129999999998
50,24,1.0,23,36,12.67855
50,24,0.9,23,36,12.73371
50,24,0.8,23,36,13.344050000000005
50,24,0.7,23,36,11.77723
50,24,0.6,23,36,11.85986
50,24,0.5,23,36,11.95777
50,24,0.4,23,36,11.587079999999998
50,24,0.3,23,36,10.93044
50,24,0.2,23,36,10.825369999999996
50,24,0.1,23,36,10.657309999999995
50,24,0.0,23,36,10.692430000000002
50,24,1.0,23,35,12.40608
50,24,0.9,23,35,12.76046
50,24,0.8,23,35,12.00434
50,24,0.7,23,35,11.722910000000002
50,24,0.6,23,35,11.76604
50,24,0.5,23,35,11.324799999999998
50,24,0.4,23,35,11.699699999999998
50,24,0.3,23,35,10.99499
50,24,0.2,23,35,10.87588
50,24,0.1,23,35,11.12574
50,24,0.0,23,35,10.579510000000004
50,24,1.0,23,34,12.37212
50,24,0.9,23,34,12.36199
50,24,0.8,23,34,11.6313
50,24,0.7,23,34,11.46379
50,24,0.6,23,34,12.45703
50,24,0.5,23,34,11.427320000000002
50,24,0.4,23,34,11.59857
50,24,0.3,23,34,10.92873
50,24,0.2,23,34,10.503890000000002
50,24,0.1,23,34,11.20562
50,24,0.0,23,34,10.601580000000004
50,24,1.0,23,33,12.346570000000003
50,24,0.9,23,33,12.32088
50,24,0.8,23,33,12.2021
50,24,0.7,23,33,11.76568
50,24,0.6,23,33,11.57131
50,24,0.5,23,33,11.484770000000005
50,24,0.4,23,33,11.52518
50,24,0.3,23,33,10.718600000000002
50,24,0.2,23,33,10.9587
50,24,0.1,23,33,11.033130000000002
50,24,0.0,23,33,10.51756
50,24,1.0,23,32,12.41419
50,24,0.9,23,32,12.33477
50,24,0.8,23,32,11.708360000000004
50,24,0.7,23,32,11.36792
50,24,0.6,23,32,12.38313
50,24,0.5,23,32,11.37714
50,24,0.4,23,32,11.4467
50,24,0.3,23,32,11.08751
50,24,0.2,23,32,10.39162
50,24,0.1,23,32,11.254169999999998
50,24,0.0,23,32,10.542470000000002
50,24,1.0,23,31,12.51012
50,24,0.9,23,31,12.22666
50,24,0.8,23,31,11.95853
50,24,0.7,23,31,11.43621
50,24,0.6,23,31,11.66538
50,24,0.5,23,31,11.6832
50,24,0.4,23,31,11.29207
50,24,0.3,23,31,10.955879999999995
50,24,0.2,23,31,10.66131
50,24,0.1,23,31,10.80528
50,24,0.0,23,31,10.636079999999998
50,24,1.0,23,30,12.201670000000002
50,24,0.9,23,30,11.945619999999996
50,24,0.8,23,30,11.23271
50,24,0.7,23,30,11.32715
50,24,0.6,23,30,11.96638
50,24,0.5,23,30,11.536410000000004
50,24,0.4,23,30,11.12323
50,24,0.3,23,30,10.845009999999997
50,24,0.2,23,30,10.4717
50,24,0.1,23,30,10.79537
50,24,0.0,23,30,10.71021
50,24,1.0,23,29,11.95114
50,24,0.9,23,29,12.27578
50,24,0.8,23,29,11.677089999999996
50,24,0.7,23,29,11.726259999999998
50,24,0.6,23,29,11.39781
50,24,0.5,23,29,11.402360000000002
50,24,0.4,23,29,11.25501
50,24,0.3,23,29,10.585639999999998
50,24,0.2,23,29,11.04947
50,24,0.1,23,29,10.83222
50,24,0.0,23,29,10.60756
50,24,1.0,23,28,11.80652
50,24,0.9,23,28,12.20167
50,24,0.8,23,28,11.419510000000002
50,24,0.7,23,28,11.18908
50,24,0.6,23,28,11.876820000000002
50,24,0.5,23,28,11.04419
50,24,0.4,23,28,11.465140000000002
50,24,0.3,23,28,10.9881
50,24,0.2,23,28,10.544349999999998
50,24,0.1,23,28,10.90821
50,24,0.0,23,28,10.78282
50,24,1.0,23,27,11.948160000000003
50,24,0.9,23,27,11.95634
50,24,0.8,23,27,11.64918
50,24,0.7,23,27,11.36347
50,24,0.6,23,27,11.63539
50,24,0.5,23,27,11.07133
50,24,0.4,23,27,11.357
50,24,0.3,23,27,10.792609999999998
50,24,0.2,23,27,10.726760000000002
50,24,0.1,23,27,11.039610000000003
50,24,0.0,23,27,10.50034
50,24,1.0,23,26,12.0505
50,24,0.9,23,26,11.896330000000004
50,24,0.8,23,26,11.46725
50,24,0.7,23,26,11.188299999999996
50,24,0.6,23,26,11.85522
50,24,0.5,23,26,11.36847
50,24,0.4,23,26,11.071629999999995
50,24,0.3,23,26,10.83816
50,24,0.2,23,26,10.39718
50,24,0.1,23,26,10.76889
50,24,0.0,23,26,10.45629
50,24,1.0,23,25,11.99289
50,24,0.9,23,25,11.830660000000002
50,24,0.8,23,25,11.65367
50,24,0.7,23,25,11.308619999999996
50,24,0.6,23,25,11.41752
50,24,0.5,23,25,11.12893
50,24,0.4,23,25,11.32412
50,24,0.3,23,25,11.17466
50,24,0.2,23,25,10.5532
50,24,0.1,23,25,11.17205
50,24,0.0,23,25,10.64295
50,24,1.0,23,24,11.798720000000005
50,24,0.9,23,24,11.726319999999998
50,24,0.8,23,24,11.24614
50,24,0.7,23,24,11.26442
50,24,0.6,23,24,11.6005
50,24,0.5,23,24,11.31329
50,24,0.4,23,24,11.01817
50,24,0.3,23,24,10.799069999999997
50,24,0.2,23,24,10.496480000000002
50,24,0.1,23,24,10.44208
50,24,0.0,23,24,10.54121
50,24,1.0,23,23,11.96106
50,24,0.9,23,23,11.82305
50,24,0.8,23,23,11.296450000000002
50,24,0.7,23,23,11.24927
50,24,0.6,23,23,11.58695
50,24,0.5,23,23,11.35396
50,24,0.4,23,23,10.865690000000004
50,24,0.3,23,23,10.86163
50,24,0.2,23,23,10.53576
50,24,0.1,23,23,10.41865
50,24,0.0,23,23,10.555669999999996
50,24,1.0,23,22,11.7786
50,24,0.9,23,22,11.894940000000002
50,24,0.8,23,22,11.665659999999995
50,24,0.7,23,22,11.23539
50,24,0.6,23,22,11.363039999999998
50,24,0.5,23,22,11.183889999999998
50,24,0.4,23,22,11.07958
50,24,0.3,23,22,11.17758
50,24,0.2,23,22,10.849769999999996
50,24,0.1,23,22,10.73967
50,24,0.0,23,22,10.385459999999998
50,24,1.0,23,21,11.74894
50,24,0.9,23,21,11.603779999999997
50,24,0.8,23,21,11.86455
50,24,0.7,23,21,11.265869999999998
50,24,0.6,23,21,11.090789999999997
50,24,0.5,23,21,11.0439
50,24,0.4,23,21,10.942240000000002
50,24,0.3,23,21,11.394920000000004
50,24,0.2,23,21,10.794880000000004
50,24,0.1,23,21,10.784160000000004
50,24,0.0,23,21,10.496819999999998
50,24,1.0,23,20,11.71773
50,24,0.9,23,20,11.516889999999998
50,24,0.8,23,20,11.64699
50,24,0.7,23,20,11.57562
50,24,0.6,23,20,11.05784
50,24,0.5,23,20,11.26864
50,24,0.4,23,20,11.058669999999998
50,24,0.3,23,20,10.905089999999998
50,24,0.2,23,20,11.01847
50,24,0.1,23,20,10.585829999999996
50,24,0.0,23,20,10.350939999999998
50,24,1.0,0,74,11.78748
50,24,0.9,0,74,11.61058
50,24,0.8,0,74,11.81072
50,24,0.7,0,74,11.27387
50,24,0.6,0,74,11.27123
50,24,0.5,0,74,10.89005
50,24,0.4,0,74,10.9935
50,24,0.3,0,74,11.1778
50,24,0.2,0,74,10.72353
50,24,0.1,0,74,10.46726
50,24,0.0,0,74,10.52223
50,24,1.0,3,74,11.57971
50,24,0.9,3,74,11.70814
50,24,0.8,3,74,11.87739
50,24,0.7,3,74,11.44354
50,24,0.6,3,74,11.15525
50,24,0.5,3,74,10.8676
50,24,0.4,3,74,10.84656
50,24,0.3,3,74,11.12635
50,24,0.2,3,74,10.9474
50,24,0.1,3,74,10.59458
50,24,0.0,3,74,10.56752
50,24,1.0,6,74,11.8545
50,24,0.9,6,74,12.07884
50,24,0.8,6,74,11.59145
50,24,0.7,6,74,11.57442
50,24,0.6,6,74,11.14283
50,24,0.5,6,74,11.402
50,24,0.4,6,74,11.16591
50,24,0.3,6,74,10.8036
50,24,0.2,6,74,10.81624
50,24,0.1,6,74,10.53138
50,24,0.0,6,74,10.56628
50,24,1.0,9,74,11.88246
50,24,0.9,9,74,12.04202
50,24,0.8,9,74,11.5246
50,24,0.7,9,74,11.39846
50,24,0.6,9,74,11.73675
50,24,0.5,9,74,11.39146
50,24,0.4,9,74,11.30215
50,24,0.3,9,74,10.64419
50,24,0.2,9,74,10.59538
50,24,0.1,9,74,10.70102
50,24,0.0,9,74,10.37495
50,24,1.0,12,74,12.32443
50,24,0.9,12,74,12.07413
50,24,0.8,12,74,11.81789
50,24,0.7,12,74,11.86671
50,24,0.6,12,74,11.88795
50,24,0.5,12,74,11.43899
50,24,0.4,12,74,11.21901
50,24,0.3,12,74,11.00667
50,24,0.2,12,74,10.83341
50,24,0.1,12,74,10.73217
50,24,0.0,12,74,10.41196
50,24,1.0,15,74,12.41443
50,24,0.9,15,74,12.10619
50,24,0.8,15,74,11.82198
50,24,0.7,15,74,12.60002
50,24,0.6,15,74,12.67158
50,24,0.5,15,74,11.74621
50,24,0.4,15,74,11.50572
50,24,0.3,15,74,10.96511
50,24,0.2,15,74,11.21798
50,24,0.1,15,74,10.61231
50,24,0.0,15,74,10.62431
50,24,1.0,18,74,12.69699
50,24,0.9,18,74,12.22139
50,24,0.8,18,74,12.66352
50,24,0.7,18,74,11.68611
50,24,0.6,18,74,11.62086
50,24,0.5,18,74,11.78477
50,24,0.4,18,74,10.95272
50,24,0.3,18,74,11.64418
50,24,0.2,18,74,11.26793
50,24,0.1,18,74,10.43523
50,24,0.0,18,74,10.52243
50,24,1.0,21,74,13.04548
50,24,0.9,21,74,12.65363
50,24,0.8,21,74,12.52319
50,24,0.7,21,74,11.6916
50,24,0.6,21,74,12.09476
50,24,0.5,21,74,11.35349
50,24,0.4,21,74,11.57409
50,24,0.3,21,74,11.8496
50,24,0.2,21,74,10.64747
50,24,0.1,21,74,11.00706
50,24,0.0,21,74,10.64156
50,24,1.0,23,74,13.08074
50,24,0.9,23,74,13.20776
50,24,0.8,23,74,12.56288
50,24,0.7,23,74,13.23285
50,24,0.6,23,74,12.29615
50,24,0.5,23,74,11.73841
50,24,0.4,23,74,11.70021
50,24,0.3,23,74,11.0143
50,24,0.2,23,74,11.01806
50,24,0.1,23,74,10.61831
50,24,0.0,23,74,10.54309
50,24,1.0,0,73,11.91216
50,24,0.9,0,73,11.51175
50,24,0.8,0,73,11.78189
50,24,0.7,0,73,10.91512
50,24,0.6,0,73,11.15414
50,24,0.5,0,73,11.40651
50,24,0.4,0,73,10.94914
50,24,0.3,0,73,11.12602
50,24,0.2,0,73,10.68812
50,24,0.1,0,73,10.30271
50,24,0.0,0,73,10.60365
50,24,1.0,3,73,11.72594
50,24,0.9,3,73,11.79487
50,24,0.8,3,73,11.59313
50,24,0.7,3,73,11.58822
50,24,0.6,3,73,11.33279
50,24,0.5,3,73,10.89361
50,24,0.4,3,73,11.11604
50,24,0.3,3,73,10.91245
50,24,0.2,3,73,10.78691
50,24,0.1,3,73,10.46237
50,24,0.0,3,73,10.40835
50,24,1.0,6,73,12.00861
50,24,0.9,6,73,11.69377
50,24,0.8,6,73,11.93941
50,24,0.7,6,73,11.43354
50,24,0.6,6,73,11.2883
50,24,0.5,6,73,11.06127
50,24,0.4,6,73,11.3034
50,24,0.3,6,73,11.24805
50,24,0.2,6,73,10.46606
50,24,0.1,6,73,10.53969
50,24,0.0,6,73,10.28992
50,24,1.0,9,73,12.11167
50,24,0.9,9,73,11.81872
50,24,0.8,9,73,12.11117
50,24,0.7,9,73,11.48967
50,24,0.6,9,73,11.16767
50,24,0.5,9,73,11.66134
50,24,0.4,9,73,11.05739
50,24,0.3,9,73,11.04834
50,24,0.2,9,73,10.56246
50,24,0.1,9,73,10.3662
50,24,0.0,9,73,10.65807
50,24,1.0,12,73,12.32826
50,24,0.9,12,73,12.38358
50,24,0.8,12,73,11.6576
50,24,0.7,12,73,11.57483
50,24,0.6,12,73,13.06241
50,24,0.5,12,73,11.71909
50,24,0.4,12,73,11.43342
50,24,0.3,12,73,11.1015
50,24,0.2,12,73,10.75872
50,24,0.1,12,73,10.76177
50,24,0.0,12,73,10.81079
50,24,1.0,15,73,12.37807
50,24,0.9,15,73,12.41881
50,24,0.8,15,73,11.56137
50,24,0.7,15,73,11.78454
50,24,0.6,15,73,12.27773
50,24,0.5,15,73,11.49009
50,24,0.4,15,73,11.5272
50,24,0.3,15,73,10.78126
50,24,0.2,15,73,10.8367
50,24,0.1,15,73,11.02997
50,24,0.0,15,73,10.74863
50,24,1.0,18,73,12.60322
50,24,0.9,18,73,12.08362
50,24,0.8,18,73,11.7398
